raw_string,old_ror_name,new_ror_name,reason,chosen_score
"Department of Gynecology, Beijing University of Chinese Medicine Third Affiliated Hospital, Beijing, 100029, China",Beijing University of Technology,Beijing University of Chinese Medicine,rule_match_disagree,0.78
"Austar Hansen Lifesci Shanghai Ltd, Shanghai 200050, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Herbal Synergy, Oakland, CA USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Department of Pediatrics, Affiliated Hospital of Liaoning University of Traditional Chinese Medicine, Shenyang, 110032, China",Affiliated Hospital of Liaoning University of Traditional Chinese Medicine,Liaoning University of Traditional Chinese Medicine,rule_match_disagree,1.0
"TCM and Ethnomedicine Innovation & Development International Laboratory, Innovative Materia Medica Research Institute, School of Pharmacy, Hunan University of Chinese Medicine, Changsha, China",Hebei University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.89
"Nanjing Univ Chinese Med, Comprehens Canc Ctr, Nanjing Drum Tower Hosp, Clin Coll, Nanjing, Peoples R China",Nanjing Drum Tower Hospital,Nanjing University of Chinese Medicine,rule_match_disagree,0.92
"Department of Pharmacology, Institute of Drug Research, Shanghai Second Medical University, Shanghai 200025, 280 South Chongqing Road, China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"UIC Coll Pharm, Dept Med Chem & Pharmacognosy MC 781, Chicago, IL 60612 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Shandong University of Traditional Chinese Medicine, 4655 Daxue Road, Jinan, 250355, Shandong, China",Shandong University,Shandong University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Sch Rehabil Sci, Shanghai, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.67
"Shanghai Univ Tradit Chinese Med, Yueyang Hosp Integrated Tradit Chinese & Western, Shanghai 200473, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Univ Tradit Chinese Med, Ctr Tradit Chinese Med & Immunol Res, Sch Basic Med Sci, Shanghai, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.67
"Hunan Univ Chinese Med, Mol Pathol Lab, Hunan Prov Key Lab Prevent & Treatment Integrated, Sch Med, 300 Xueshi Rd,Hanpu Sci & Technol Pk, Changsha 410208, Hunan, Peoples R China",Hunan University of Traditional Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.74
"Cardiovascular Department, Shuguang Hospital of Shanghai University of Traditional Chinese Medicine, Shanghai, 201203, China",Second Affiliated Hospital of Hunan University of Traditional Chinese Medicine,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.85
"Cardiovascular Research Institute of Traditional Chinese Medicine, Shuguang Hospital of Shanghai University of Traditional Chinese Medicine, Shanghai, 201203, China",Jiangxi Provincial Institute of Traditional Chinese Medicine,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.88
"Department of Liver Diseases, Shuguang Hospital Affiliated to Shanghai University of Traditional Chinese Medicine, Shanghai, China",Second Affiliated Hospital of Hunan University of Traditional Chinese Medicine,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.83
"Laboratory of Cellular Immunity, Shuguang Hospital Affiliated to Shanghai University of Traditional Chinese Medicine, Shanghai, China",Second Affiliated Hospital of Hunan University of Traditional Chinese Medicine,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.83
"Central Laboratory, Shuguang Hospital Affiliated to Shanghai University of Traditional Chinese Medicine, Shanghai, China",Second Affiliated Hospital of Hunan University of Traditional Chinese Medicine,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.83
"Institute of Infectious Disease, Shuguang Hospital Affiliated to Shanghai University of Traditional Chinese Medicine, Shanghai, China",Second Affiliated Hospital of Hunan University of Traditional Chinese Medicine,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.83
"Tianjin Nankai Hospital, No. 6 Changjiang Road, Nankai District. Huimin Liu, Rui Han, Department of School of Chinese Medicine, Tianjin University of Traditional Chinese Medicine, No.10, Poyang Lake R",Tianjin Nankai Hospital,Tianjin University of Traditional Chinese Medicine,rule_match_disagree,1.0
"School of Acupuncture-Moxibustion and Tuina, Shanghai University of Traditional Chinese Medicine, Shanghai, 201203, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Naval Med Univ, Sch Pharm, Shanghai 200433, Peoples R China",Shanghai University,Naval Medical University,rule_match_disagree,0.75
"Nephropathy Department, Affiliated Hospital of Shandong University of Traditional Chinese Medicine, Jinan, 250014, China",Affiliated Hospital of Shandong University of Traditional Chinese Medicine,Shandong University of Traditional Chinese Medicine,rule_match_disagree,1.0
"School of Pharmacy, University of Chinese Academy of Sciences, Chinese Academy of Sciences, Shanghai, 201203, China",Chinese Academy of Sciences,University of Chinese Academy of Sciences,rule_match_disagree,1.0
"Affiliated Hospital of Nanjing University of Chinese Medicine (Jiangsu Province Hospital of Chinese Medicine), No.155, Hanzhong Road, Jiangsu Province, Nanjing, 210029, China",Jiangsu Province Hospital,Nanjing University of Chinese Medicine,rule_match_disagree,1.0
"Academy of Chinese Medical Sciences, Hunan University of Chinese Medicine, Hunan, Changsha, 410208, China",China Academy of Chinese Medical Sciences,Hunan University of Chinese Medicine,rule_match_disagree,0.92
"School of Chinese Medicine, Hunan University of Chinese Medicine, Hunan, Changsha, 410208, China",Hebei University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.89
"School of Integrated Traditional Chinese and Western Medicine, Hunan University of Chinese Medicine, Hunan, Changsha, 410208, China",Hebei University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.89
"Hunan Provincial Key Laboratory of TCM Diagnostics, Hunan University of Chinese Medicine, Hunan, Changsha, 410208, China",Hunan University,Hunan University of Chinese Medicine,rule_match_disagree,1.0
"VA Med Ctr, San Diego, CA 92161 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Shanghai Engineer & Technol Res Ctr Reprod Hlth D, Shanghai Inst Planned Parenthood Res, Key Lab Contracept & Devices Res NPFPC, Shanghai 200032, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Council Responsible Nutr Int, Washington, DC USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"NTP NIEHS, Res Triangle Pk, NC USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Shandong Univ Tradit Chinese Med, Res Inst Marine Tradit Chinese Med, Qingdao 266112, Peoples R China",MED Institute,Shandong University of Traditional Chinese Medicine,rule_match_disagree,0.85
"Univ Chinese Acad Sci, Beijing 100039, Peoples R China",Changchun University of Chinese Medicine,University of Chinese Academy of Sciences,rule_match_disagree,0.72
"Shanghai Univ Tradit Chinese Med, Shanghai 20071, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.73
"Council Responsible Nutr, Washington, DC USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"US FDA, Silver Spring, MD USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.62
"NSF Int, Ann Arbor, MI USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Natl Inst Environm Hlth Sci, Div Translat Toxicol, Res Triangle Pk, NC USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Jefferson Einstein Med Ctr, Dept Med, Philadelphia, PA USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Shanghai Univ Tradit Chinese Med, E Inst Shanghai Municipal Educ Commiss, Shanghai 200032, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Longhua Hosp, Inst Digest Dis, Shanghai 200032, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Longhua Hosp, Dept Gastroenterol, Shanghai 200032, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Modern Research Center for Traditional Chinese Medicine, Second Military Medical University, Shanghai 200433, China",Second Military Medical University,Naval Medical University,rule_match_disagree,1.0
"Department of Pharmacy, Changzheng Hospital, Second Military Medical University, Shanghai 200003, China",Second Military Medical University,Naval Medical University,rule_match_disagree,1.0
"Department of Pharmacognosy, School of Pharmacy, Second Military Medical University, Shanghai 200433, China",Second Military Medical University,Naval Medical University,rule_match_disagree,1.0
"School of Pharmacy, Heilongjiang University of Chinese Medicine, Key Laboratory of Medicinal Materials, Chinese Academy of Sciences, Harbin, 150040, China",Chinese Academy of Sciences,Heilongjiang University of Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Longhua Hosp, Dept Pharm, Shanghai 200032, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Univ Tradit Chinese Med, Dept Chem, Coll Pharm, Shanghai 200444, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Univ Tradit Chinese Med, Sch Pharm, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Natl Ctr Adv Translat Sci, NIH, Rockville, MD 20850 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.62
"Shanghai Univ Tradit Chinese Med, Ctr Chinese Med Therapy & Syst Biol, Shanghai, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.67
"Department of Clinical Pharmacology, Affiliated Hospital of Nanjing University of Chinese Medicine, Nanjing 210093, China",Nanjing University,Nanjing University of Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Inst E, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Chinese Acad Sci, Shanghai Inst Mat Med, NMR Lab, Shanghai 201203, Peoples R China",Shanghai University,Shanghai Institute of Materia Medica,rule_match_disagree,0.75
"Chinese Acad Sci, Shanghai Inst Mat Med, State Key Lab Drug Res, Div Antitumor Pharmacol, Shanghai 201203, Peoples R China",State Key Laboratory of Drug Research,Shanghai Institute of Materia Medica,rule_match_disagree,0.88
"First Affiliated Hospital of Guangzhou University of Chinese Medicine, Guangzhou, 510405, China",First Affiliated Hospital of Guangzhou University of Chinese Medicine,Guangzhou University of Chinese Medicine,rule_match_disagree,1.0
"SPH Xing Ling Sci & Tech Pharmaceut Co Ltd, Shanghai 201703, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Univ Chinese Acad Sci, Sch Pharm, Shanghai 201203, Peoples R China",Shanghai University,University of Chinese Academy of Sciences,rule_match_disagree,0.75
"Univ Calif Berkeley, Dept Chem & Biomol Engn, Berkeley, CA 94720 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Univ Calif Berkeley, Calif Inst Quantitat Biosci QB3, Berkeley, CA 94720 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Univ Calif Berkeley, Dept Plant & Microbial Biol, Berkeley, CA 94720 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Univ Calif Berkeley, Dept Bioengn, Berkeley, CA 94720 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"E-institute of Shanghai Municipal Education Commission, Shanghai University of Traditional Chinese Medicine, Shanghai, 201203, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Department of Pediatrics, Affiliated Hospital of Nanjing University of Chinese Medicine, Nanjing, China",Nanjing University,Nanjing University of Chinese Medicine,rule_match_disagree,1.0
"The Affiliated Hospital to Changchun University of Chinese Medicine, Changchun, 130117, China",Changchun University,Changchun University of Chinese Medicine,rule_match_disagree,1.0
"School of Clinical Medicine, Xiyuan Hospital, Beijing University of Chinese Medicine, Beijing, China",Xiyuan Hospital,Beijing University of Chinese Medicine,rule_match_disagree,1.0
"US Pharmacopeia Bot Dietary Supplement & Herbal M, Rockville, MD USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.62
Second Military Medical University,Second Military Medical University,Naval Medical University,rule_match_disagree,1.0
"US FDA, Off Clin Pharmacol, Ctr Drug Evaluat & Res, Silver Spring, MD 20993 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.62
"Hunan Univ Chinese Med, Sch Pharm, Changsha, Peoples R China",Hunan University of Traditional Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.74
"Naval Med Univ, Chang Zheng Hosp, Dept Neurosurg, Shanghai, Peoples R China",Chang Gung Memorial Hospital,Naval Medical University,rule_match_disagree,0.62
"Naval Med Univ, Eastern Hepatobiliary Surg Hosp, Clin Res Inst, Shanghai, Peoples R China",Eastern Hepatobiliary Surgery Hospital,Naval Medical University,rule_match_disagree,0.9
"Central laboratory, Putuo Hospital, Shanghai University of Traditional Chinese Medicine, Shanghai, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"GlaxoSmithKline, Dept Drug Metab & Pharmacokinet, Collegeville, PA 19426 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Hunan Univ Chinese Med, Sch Acupuncture Moxibust & Tuina, Changsha, Peoples R China",Hunan University of Traditional Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.74
"Second Mil Med Univ, Eastern Hepatobiliary Surg Hosp, Biliary Tract Surg Dept 1, 225 Changhai Rd, Shanghai 200430, Peoples R China",Eastern Hepatobiliary Surgery Hospital,Naval Medical University,rule_match_disagree,0.9
"Second Mil Med Univ, Eastern Hepatobiliary Surg Hosp, Dept Pharm, Shanghai, Peoples R China",Eastern Hepatobiliary Surgery Hospital,Naval Medical University,rule_match_disagree,0.9
"Department of Cardiology, Institute of Cardiovascular Disease of Integrated Traditional Chinese Medicine and Western Medicine, Shuguang Hospital affiliated to Shanghai University of Traditional Chines",Second Affiliated Hospital of Hunan University of Traditional Chinese Medicine,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.83
"Hunan Univ Chinese Med, Affiliated Hosp 1, Changsha, Hunan, Peoples R China",Hunan University of Traditional Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.74
"Hunan Univ Chinese Med, Sci & Technol Innovat Ctr, 300 Xueshi Road,Hanpu Sci & Educ Pk, Changsha, Hunan, Peoples R China",Hunan University of Traditional Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.74
"Department of Endocrine, Seventh People’s Hospital of Shanghai University of Traditional Chinese Medicine, Shanghai, China",Seventh People's Hospital of Shanghai,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Hlth & Environm Sci Inst, 740 15th St NW, Washington, DC 20005 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Shanghai Univ Tradit Chinese Med, Minist Educ, Engn Res Ctr Modern Preparat Technol TCM, Shanghai, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.67
"Shanghai Univ Tradit Chinese Med, Dept Pharmacol, Sch Pharm, Cai Lun Rd 1200, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Univ Tradit Chinese Med, Dept Chinese Mat Med, Shanghai, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.67
"Ctr Drug Evaluat & Res Food & Drug Adm, Bot Review Team, Off New Drug Prod, Off Pharmaceut Qual, Silver Spring, MD USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.62
"Univ MS, Natl Ctr Nat Prod Res, Sch Pharm, University, MS 38677 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.62
"Univ MS, Natl Ctr Nat Prod Res, Sch Pharm, University, MS USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.62
"Wiley Blackwell, Malden, MA USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Natl Inst Environm Hlth Sci, Div Translat Toxicol, Durham, NC USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Bayer Consumer Healthcare, Whippany, NJ USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.62
"Joint Laboratory for Translational Cancer Research of Chinese Medicine, The Ministry of Education of the People’s Republic of China, International Institute for Translational Chinese Medicine, Guangzh",Ministry of Education of the People's Republic of China,Guangzhou University of Chinese Medicine,rule_match_disagree,1.0
"PhalanxBio Inc, Palo Alto, CA USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Chengdu Univ Tradit Chinese Med, Inst Herbgenom, Chengdu 611137, Peoples R China",Chengdu University,Chengdu University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Chengdu Univ Tradit Chinese Med, Innovat Inst Chengdu Univ Tradit Chinese Med, State Key Lab Southwestern Chinese Med Resources, Chengdu 611137, Peoples R China",Chengdu University,Chengdu University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Univ Calif San Francisco, Inst Hlth & Aging, San Francisco, CA 94143 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Univ Calif San Francisco, Dept Obstet & Gynecol, San Francisco, CA 94143 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Hlth Concerns, Oakland, CA USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Analyt Res Labs, Oklahoma City, OK 73104 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.62
"Naval Med Univ, Sch Pharm, Dept Phytochem, 325 Guohe Rd, Shanghai 200433, Peoples R China",Shanghai University,Naval Medical University,rule_match_disagree,0.75
"John A Burns Sch Med, Asia Pacific Inst Trop Med & Infect Dis, Biostat & Data Management Facil, Honolulu, HI 96813 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"School of Artificial Intelligence, Shanghai University of Traditional Chinese Medicine, Shanghai, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Univ Calif San Francisco, Arthrit Res Grp, Dept Med, San Francisco, CA 94143 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Shanghai Univ Tradit Chinese Med, Shuguang Hosp, Dept Pathol, 528 Zhangheng Rd, Shanghai 201203, Peoples R China",Shuguang Hospital,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.87
"Shanghai Univ Tradit Chinese Med, Shuguang Hosp, Dept Med Oncol, 528 Zhangheng Rd, Shanghai 201203, Peoples R China",Shuguang Hospital,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.87
"Univ Chinese Acad Sci, Chinese Acad Sci, Beijing, Peoples R China",Changchun University of Chinese Medicine,University of Chinese Academy of Sciences,rule_match_disagree,0.72
"Chinese Acad Sci, Shanghai Inst Mat Med, China Serbia Belt & Rd Joint Lab Nat Prod & Drug D, Shanghai, Peoples R China",People’s Hospital of Rizhao,Shanghai Institute of Materia Medica,rule_match_disagree,0.57
"The Second Affiliated Hospital of Shandong University of Traditional Chinese Medicine, Shandong, Jinan, China",Shandong University,Shandong University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Yale Sch Med, Dept Psychiat, New Haven, CT USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Herbalife Nutr, Los Angeles, CA USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Univ Calif Irvine, Sch Med, Dept Psychiat, Irvine, CA 92717 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Shanghai Univ Tradit Chinese Med, Shanghai Frontiers Sci Ctr Chinese Med Chem Biol, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Univ Tradit Chinese Med, Shuguang Hosp, Peripheral Vasc Dis Dept, Shanghai, Peoples R China",Shuguang Hospital,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.87
"Shanghai Univ Tradit Chinese Med, Shanghai Key Lab Tradit Chinese Clin Med, Minist Educ, Key Lab Liver & Kidney Dis, Shanghai, Peoples R China",State Key Laboratory of Kidney Diseases,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.73
"Shanghai Univ Tradit Chinese Med, Shuguang Hosp, Inst Clin Pharmacol, Lab Clin Pharmacokinet, Shanghai, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Shuguang Hosp, Dept Nephrol, Shanghai, Peoples R China",Shuguang Hospital,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.87
"Chinese Acad Sci, Shanghai Inst Mat Med, Shanghai, Peoples R China",People’s Hospital of Rizhao,Shanghai Institute of Materia Medica,rule_match_disagree,0.57
"Univ Chinese Acad Sci, Shanghai, Peoples R China",Changchun University of Chinese Medicine,University of Chinese Academy of Sciences,rule_match_disagree,0.72
"Shanghai Univ Tradit Chinese Med, Pharmacokinet Lab, Shanghai, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.67
"Shanghai Univ Tradit Chinese Med, Shuguang Hosp, Clin Pharmacokinet Lab, Shanghai, Peoples R China",Shuguang Hospital,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.87
"Johnson Johnson Pharmaceut R&D, Spring House, PA USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Institutes of Biomedical Engineering, Shanghai University, Shanghai, China",Shanghai University,(unmatched),catch_all_no_rule,1.0
"Chinese Acad Sci, Shanghai Inst Mat Med, Shanghai Ctr DMPK Res, Shanghai 201203, Peoples R China",Shanghai University,Shanghai Institute of Materia Medica,rule_match_disagree,0.75
"Allergen Safe Homes, Sacramento, CA USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Univ Calif Davis, Dept Nutr, Davis, CA 95616 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Univ Calif Davis, Div Rheumatol Allergy & Clin Immunol, Sch Med, Davis, CA 95616 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Hunan University of Chinese Medicine, Changsha, China",Hebei University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.89
"The First Affiliated Hospital of Hunan University of Chinese Medicine, Changsha, China",First Affiliated Hospital of Henan University,Hunan University of Chinese Medicine,rule_match_disagree,0.98
"Kern Med, Bakersfield, CA 93306 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Shanghai Univ Tradit Chinese Med, Yueyang Hosp Integrated Tradit Chinese & Western, Dept Gastroenterol, 110 Ganhe Rd, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Univ Tradit Chinese Med, Coll Basic Med Sci, Dept Basic Theory Tradit Chinese Med, Shanghai, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.67
"Shanghai Univ Tradit Chinese Med, Inst Interdisciplinary Integrat Med Res, 1200 Cailun Rd, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Human Biomol Res Inst, San Diego, CA USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Bionovo Inc, Emeryville, CA USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Shanghai Univ Tradit Chinese Med, Dept Chem, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Univ Tradit Chinese Med, Inst Chinese Mat Medica, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Chinese Acad Sci, Shanghai Inst Mat Med, Ctr Drug Metab & Pharmacokinet, Shanghai 201203, Peoples R China",Shanghai University,Shanghai Institute of Materia Medica,rule_match_disagree,0.75
"Hoffmann La Roche, Drug Metab, Nonclin Safety, Nutley, NJ USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.62
"Hoffmann La Roche, Discovery Chem, Nutley, NJ USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.62
"Qualyst Transporter Solut, 2810 Meridian Pkwy,Suite 100, Durham, NC 27713 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Shanghai Univ Tradit Chinese Med, Shuguang Hosp, Lab Clin Pharmacokinet, Shanghai, Peoples R China",Shuguang Hospital,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.87
"Second Mil Med Univ, Shanghai Key Lab Pharmaceut Chinese Mat Med Metab, Sch Pharm, Shanghai 200433, Peoples R China",Shanghai University,Naval Medical University,rule_match_disagree,0.75
"Amgen Inc, Cambridge, MA USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Shanghai Univ Tradit Chinese Med, Inst Interdisciplinary Integrat Med Res, Shanghai Frontiers Sci Ctr Chinese Med Chem Biol, Shanghai, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"MedPharm Ltd, Durham, NC USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Chinese Acad Sci, JIC Ctr Excellence Plant & Microbial Sci, 300 Feng Lin Rd, Shanghai 200032, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Department of Organ Transplantation, Changzheng Hospital, The Second Military Medical University, Shanghai 200003, China",Second Military Medical University,Naval Medical University,rule_match_disagree,1.0
"Guangzhou Univ Chinese Med, Inst Clin Pharmacol, Guangzhou 510406, Guangdong, Peoples R China",Guangzhou University,Guangzhou University of Chinese Medicine,rule_match_disagree,1.0
"School of Pharmacy, Shanghai University of Traditional Chinese Medicine, No. 1200, Cai-lun Road, Pudong District, Shanghai, 201203, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Xuhui Caohejing Community Healthcare Ser, Dept Rehabil, Shanghai 200235, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Shanghai Univ Tradit Chinese Med, Longhua Hosp, CVD Collaborat Program, Shanghai 200032, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Xuhui Fengling Community Healthcare Serv, Dept Rehabil, Shanghai 200032, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Shanghai Inst Planned Parenthood Res, Shanghai Engineer & Technol Res Ctr Reprod Hlth D, Key Lab Contracept & Devices Res NPFPC, Shanghai 200032, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Univ Calif San Francisco, Osher Ctr Integrat Med, San Francisco, CA 94143 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Shanghai Univ Tradit Chinese Med, Longhua Hosp, Dept Oncol, Shanghai 200032, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Univ Tradit Chinese Med, Intervent Canc Inst Integrat Med, Shanghai 200062, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Center for Drug Clinical Research, Shanghai University of Traditional Chinese Medicine, Shanghai, 201203, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Inst Liver Dis, Key Lab Liver & Kidney Dis, Shuguang Hosp, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
