raw_string,old_ror_name,new_ror_name,reason,chosen_score
"Shanghai Univ Tradit Chinese Med, Cardiac Rehabil Ctr, Longhua Hosp, Shanghai, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.67
"School of Public Health, Shanghai University of Traditional Chinese Medicine, Shanghai, 200032, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Department of Pharmacy, Changzheng Hospital, Naval Medical University (Second Military Medical University), Shanghai, 200003, China",Shanghai Changzheng Hospital,Naval Medical University,rule_match_disagree,0.82
"Department of Health Care, Affiliated Hospital of Shandong University of Traditional Chinese Medicine, Jinan, China",Affiliated Hospital of Shandong University of Traditional Chinese Medicine,Shandong University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Department of Pneumology, Affiliated Hospital of Shandong University of Traditional Chinese Medicine, Jinan, China",Affiliated Hospital of Shandong University of Traditional Chinese Medicine,Shandong University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Traditional Chinese Medicine College of Shandong University of Traditional Chinese Medicine, Jinan, China",Traditional Chinese Medicine Hospital of Kunshan,Shandong University of Traditional Chinese Medicine,rule_match_disagree,0.81
"Department of Neurosurgery, Affiliated Hospital of Shandong University of Traditional Chinese Medicine, Shandong, Jinan, 250014, China",Shandong University,Shandong University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Hunan Univ Chinese Med, Affiliated Hosp 1, Dept Galactophore, Shaoshan Rd, Changsha 410007, Hunan, Peoples R China",Hunan University of Traditional Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.74
"Hunan Univ Chinese Med, Grad Sch, Xueshi Rd, Changsha 410208, Hunan, Peoples R China",Hunan University of Traditional Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.74
"Hunan Univ Chinese Med, Affiliated Hosp 1, Dept Aesthet Plast Surg, Shaoshan Rd, Changsha 410007, Hunan, Peoples R China",Hunan University of Traditional Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.74
"Second Mil Med Univ, Modern Res Ctr Tradit Chinese Med, Shanghai 200433, Peoples R China",Shanghai University,Naval Medical University,rule_match_disagree,0.75
"Second Mil Med Univ, Sch Pharm, Res Ctr Marine Drugs, Shanghai 200433, Peoples R China",Shanghai University,Naval Medical University,rule_match_disagree,0.75
"Second Mil Med Univ, Affiliated Hosp 3, Dept Laparoscopy, Shanghai 200438, Peoples R China",Shanghai University,Naval Medical University,rule_match_disagree,0.75
"Second Mil Med Univ, Affiliated Hosp 3, Dept Pharm, Shanghai 200438, Peoples R China",Shanghai University,Naval Medical University,rule_match_disagree,0.75
"Shanghai Univ Tradit Chinese Med, Inst Interdisciplinary Integrat Med Res, Shanghai 200473, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Translat Med Ctr, Yueyang Hosp Integrated Tradit Chinese & Western, Shanghai 200473, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Department of Pharmacy, Nanjing Drum Tower Hospital, Nanjing Drum Tower Hospital Clinical College, Nanjing University of Chinese Medicine, Nanjing, China",Nanjing University,Nanjing University of Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Dept Nephrol, Peoples Hosp 7, Shanghai 200137, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Canc Ctr Carolinas, Greenville, SC USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"VACT Healthcare Syst, VACT Canc Ctr, West Haven, CT USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Thyroid Breast Surgery, Kunshan Affiliated Hospital of Nanjing University of Chinese Medicine, China",Affiliated Hospital of Shaanxi University of Chinese Medicine,Nanjing University of Chinese Medicine,rule_match_disagree,0.93
"Outpatient Department, Kunshan Affiliated Hospital of Nanjing University of Chinese Medicine, China",Affiliated Hospital of Shaanxi University of Chinese Medicine,Nanjing University of Chinese Medicine,rule_match_disagree,0.93
"US FDA, New Drug Prod Branch 2, Ctr Drug Evaluat & Res, Silver Spring, MD USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.62
"US FDA, Div Clin Pharmacol, Ctr Drug Evaluat & Res, Silver Spring, MD USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.62
"US FDA, Off Hematol & Oncol Prod, Ctr Drug Evaluat & Res, Silver Spring, MD USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.62
"US FDA, Off Oncol Dis, Ctr Drug Evaluat & Res, Silver Spring, MD USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.62
"US FDA, Off Prescript Drug Promot, Ctr Drug Evaluat & Res, Silver Spring, MD USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.62
"Food & Drug Adm US FDA, Off Hematol & Oncol Prod, Ctr Drug Evaluat & Res, Silver Spring, MD USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.62
"Integrat Pet Care, Chicago, IL 60647 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Provincial Key Laboratory of TCM Diagnostics, Hunan University of Chinese Medicine, Changsha, 410208, Hunan, China",Hunan University,Hunan University of Chinese Medicine,rule_match_disagree,1.0
"College of Pharmacy, Hunan University of Chinese Medicine, Changsha, 410208, China",Changchun University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.9
"Department of Pharmacy, Changhai Hospital, Second Military Medical University, Shanghai, 200433, China",Changhai Hospital,Naval Medical University,rule_match_disagree,1.0
"Department of Pharmaceutics, School of Pharmacy, Second Military Medical University, Shanghai, China",Second Military Medical University,Naval Medical University,rule_match_disagree,1.0
"Ctr Integrat Med & Innovat Technol, Boston, MA USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Massachusetts Gen Hosp, Boston, MA 02114 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Changchun University of Chinese Medicine, Changchun, China",Changchun University,Changchun University of Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Informat Ctr Sci & Technol, Lib, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"DMPK/Tox, Hutchison MediPharma Ltd., Zhang Jiang High-Tech Park, Shanghai 201203, 720 Cailun Road, China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Natl Inst Environm Hlth Sci, Res Triangle Pk, NC 27709 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Western Univ Hlth Sci, Coll Pharm, Pomona, CA USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Shanghai Univ Tradit Chinese Med, Shuguang Hosp, Inst Liver Dis, Shanghai, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Inst Planned Parenthood Res, Natl Populat & Family Planning Key Lab Contracept, Shanghai 200032, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Shanghai Engineer & Technol Res Ctr Reprod Hlth D, Key Lab Contracept & Devices Res NPFPC, Shanghai 200000, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Department of Pharmacy, Eastern Hepatobiliary Surgery Hospital, Second Military Medical University, Shanghai, China",Eastern Hepatobiliary Surgery Hospital,Naval Medical University,rule_match_disagree,1.0
"Chinese Acad Sci, Shanghai Res Ctr Modernizat Tradit Chinese Med, Natl Engn Lab TCM Standardizat Technol, Shanghai Inst Mat Medial, Haike Rd 501, Shanghai 201203, Peoples R China",Shanghai University,Shanghai Institute of Materia Medica,rule_match_disagree,0.75
"Hangzhou TCM Hospital Affiliated to Zhejiang Chinese Medical University, Zhejiang, Hangzhou, 311121, China",Hangzhou Xixi hospital,Zhejiang Chinese Medical University,rule_match_disagree,0.82
"Shanghai Univ Tradit Chinese Med, Shanghai 200062, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Univ Tradit Chinese Med, Shanghai Municipal Hosp Tradit Chinese Med, Dept Pharm, Shanghai 200071, Peoples R China",Shanghai Traditional Chinese Medicine Hospital,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.8
"Shanghai Univ Tradit Chinese Med, Putuo Hosp, Emergency Dept, Shanghai 200062, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Univ Tradit Chinese Med, Putuo Hosp, Dept Pharm, Shanghai 200062, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Guangzhou Univ Chinese Med Futian, Shenzhen Hosp, Shenzhen 518000, Peoples R China",Shenzhen Maternity and Child Healthcare Hospital,Guangzhou University of Chinese Medicine,rule_match_disagree,0.82
"Hunan Univ Chinese Med, Coll Integrated Tradit Chinese & Western Med, Changsha 410208, Hunan, Peoples R China",First People's Hospital of Chongqing,Hunan University of Chinese Medicine,rule_match_disagree,0.75
"Key Laboratory of Modern Preparation of Traditional Chinese Medicine of Jiangxi University of Traditional Chinese Medicine, No. 818 Yunwan Road, Nanchang, 330002, China",Changchun University of Chinese Medicine,Jiangxi University of Traditional Chinese Medicine,rule_match_disagree,0.59
"Jingan Dist Zhabei Cent Hosp, Dept Pharm, Shanghai 200070, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Univ Calif San Francisco, Sch Pharm, San Francisco, CA 94143 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Western Univ Hlth Sci, Ctr Advancement Drug Res & Evalut, Coll Pharm, Pomona, CA 91766 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.92
"Shanghai Univ Tradit Chinese Med, Sch Pharm, Shanghai, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.67
"Chinese Acad Sci, Shanghai Inst Mat Med, Joint Res Lab Promoting Globalizat Tradit Chinese, Hong Kong, Hong Kong, Peoples R China",People’s Hospital of Rizhao,Shanghai Institute of Materia Medica,rule_match_disagree,0.57
"Chinese Acad Sci, Shanghai Inst Mat Med, Beijing 100864, Peoples R China",People’s Hospital of Rizhao,Shanghai Institute of Materia Medica,rule_match_disagree,0.57
"Second Mil Med Univ, Sch Pharm, 325 Guohe Rd, Shanghai 200433, Peoples R China",Shanghai University,Naval Medical University,rule_match_disagree,0.75
"Shanghai Hutchison Pharmaceut Co, Shanghai 200331, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Shanghai Yangsi Hosp, Dept Pharm, Shanghai 200126, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Waters Corp China, Shanghai 201206, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Laboratory of Hospital Chinese Medicine Preparation, Department of Pharmacy, Affiliated Hospital of Nanjing University of Chinese Medicine/Jiangsu Province Hospital of Chinese Medicine, Nanjing, 21002",First Affiliated Hospital of Guangzhou University of Chinese Medicine,Nanjing University of Chinese Medicine,rule_match_disagree,0.86
"Department of Pharmaceutics, Shanghai University of Traditional Chinese Medicine, Shanghai, 201203, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, MOE Key Lab Standardizat Chinese Med, Shanghai 201210, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Pfizer Inc, Dept Pharmacokinet Dynam & Metab, Groton, CT 06340 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"First Teaching Hospital of Tianjin University of Traditional Chinese Medicine, Tianjin 300193, China",First Teaching Hospital of Tianjin University of Traditional Chinese Medicine,Tianjin University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Department of Pharmacy, Changzheng Hospital, Second Military Medical University, Shanghai 200003, 415 Fengyang Road, China",Second Military Medical University,Naval Medical University,rule_match_disagree,1.0
"Department of Pharmacognasy, School of Pharmacy, Second Military Medical University, Shanghai 200433, 325 Guohe Road, China",Second Military Medical University,Naval Medical University,rule_match_disagree,1.0
"School of Pharmacy, Second Military Medical University, Shanghai 200433, China",Second Military Medical University,Naval Medical University,rule_match_disagree,1.0
"Hunan University of Chinese Medicine, Changsha 410208, China",Hebei University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.89
"E China Univ Sci & Technol, Sch Pharm, Shanghai 200237, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Shanghai Key Lab Tradit Chinese Clin Med, Shanghai 201203, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Basic Medical School of Shanghai, University of Traditional Chinese Medicine, Shanghai, 201203, China",Shanghai University,(unmatched),catch_all_no_rule,1.0
"Shanghai Univ Tradit Chinese Med, Inst Chinese Mat Med, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Ctr Chinese Med Therapy & Syst Biol, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Hunan University of Chinese Medicine, Changsha, 410208, Hunan Province, China",Hunan University,Hunan University of Chinese Medicine,rule_match_disagree,1.0
"Shanghai R&D Ctr Standardizat Chinese Med, 199 Guoshoujing Rd, Shanghai 201210, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"SATCM Key Lab New Resources & Qual Evaluat Chines, 1200 Cailun Rood, Shanghai 201210, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Shanghai Univ Tradit Chinese Med, Inst Chinese Mat Med, Shanghai 201210, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Inst Chinese Mat Mad, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Chinese Acad Sci, Shanghai Inst Mat Med, 501 Haike Rd, Shanghai 201203, Peoples R China",Shanghai University,Shanghai Institute of Materia Medica,rule_match_disagree,0.75
"Shanghai Univ Tradit Chinese Med, Int Union Lab Acupuncture Based Target Discovery, Shanghai Res Inst Acupuncture & Meridian, Int Joint Lab Acupuncture Neuroimmunol,Yue Yang H, Shanghai 201203, People",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Expt Ctr Sci & Technol, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Univ Tradit Chinese Med, Shanghai R&D Ctr Standardizat Chinese Med, Inst Chinese Mat Medial, MOE Key Lab Standardizat Chinese Med, 1200 Cailun Rd, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Sch Pharm, Dept Pharmacol, 1200 Cailun Rd, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Department of Clinical Pharmacology, Affiliated Hospital of Nanjing University of Chinese Medicine, Nanjing, 210029, China",Nanjing University,Nanjing University of Chinese Medicine,rule_match_disagree,1.0
"Department of Digestive Tumor Surgery, Affiliated Hospital of Nanjing University of Chinese Medicine, Nanjing, 210029, China",Nanjing University,Nanjing University of Chinese Medicine,rule_match_disagree,1.0
"Key Laboratory of TCM Heart and Lung Syndrome Differentiation, Medicated Diet and Dietotherapy, Hunan University of Chinese Medicine, Changsha, China",Hebei University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.89
"Hunan Engineering Technology Research Center for Medicinal and Functional Food, Hunan University of Chinese Medicine, Changsha, China",Hunan University,Hunan University of Chinese Medicine,rule_match_disagree,1.0
"College of Pharmacy, Hunan University of Chinese Medicine, Changsha, China",Changchun University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.9
"Provincial Key Laboratory of TCM Diagnostics, Hunan University of Chinese Medicine, Changsha, China",Hebei University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.89
"Pharmacology Laboratory, Zhongshan Hospital, Guangzhou University of Chinese Medicine, Zhongshan, China",Zhongshan Hospital,Guangzhou University of Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Shuguang Hosp, Branch Natl Clin Res Ctr Chinese Med Cardiol, Shanghai 201203, Peoples R China",Shuguang Hospital,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.87
"Shanghai Univ Tradit Chinese Med, Shuguang Hosp, Cardiovasc Res Inst Tradit Chinese Med, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Shanghai Key Lab Compound Chinese Med, Key Lab Standardizat Chinese Med,MOE, Inst Chinese Mat Med,Shanghai R&D Ctr Standardiza, 1200 Cailun Rd, Shanghai 201203, Peopl",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Inst Chinese Mat Med, MOE Key Lab Standardizat Chinese Med, Shanghai 201210, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"School of Rehabilitation Science, Shanghai University of Traditional Chinese Medicine, Shanghai, 201203, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Experiment Center for Teaching and Learning, Shanghai University of Traditional Chinese Medicine, Shanghai, 201210, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Affiliated Hosp Nanjing Univ Chinese Med, Jiangsu Prov Hosp Chinese Med, Nanjing 210029, Jiangsu, Peoples R China",Nanjing Brain Hospital,Nanjing University of Chinese Medicine,rule_match_disagree,0.84
"Shanghai Key Laboratory for Pharmaceutical Metabolite Research, Second Military Medical University, Shanghai, 200433, China",Second Military Medical University,Naval Medical University,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Inst Chinese Mat Med, MOE Key Lab Standardizat Chinese Med, Shanghai R&D Ctr Standardizat Chinese Med, 1200 Cailun Rd, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Institute of Liver Diseases, Shuguang Hospital Affiliated to Shanghai University of Traditional Chinese Medicine, Shanghai, 201203, China",Second Affiliated Hospital of Hunan University of Traditional Chinese Medicine,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.83
"Department of Rheumatology of the First Hospital, Hunan University of Chinese Medicine, Changsha, China",Hebei University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.89
"Science & Technology Innovation Center, Hunan University of Chinese Medicine, Changsha, China",Hebei University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.89
"Hunan Engineering Technology Research Center for Bioactive Substance Discovery of Chinese Medicine, Hunan University of Chinese Medicine, Changsha, China",Hebei University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.89
"Department of Rheumatology and Immunology, First Teaching Hospital of Tianjin University of Traditional Chinese Medicine, Tianjin, 300193, China",First Teaching Hospital of Tianjin University of Traditional Chinese Medicine,Tianjin University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Yueyang Hosp Integrated Tradit Chinese & Western M, Ctr Traumatol & Orthoped, Shanghai 200437, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Univ Engn Sci, Coll Chem & Chem Engn, Shanghai 201620, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.81
"Beijing Univ Chinese Med Longgang, Shenzhen Hosp, Shenzhen 518172, Peoples R China",Shenzhen Maternity and Child Healthcare Hospital,Beijing University of Chinese Medicine,rule_match_disagree,0.8
"TCM and Ethnomedicine Innovation & Development International Laboratory, Innovative Materia Medica Research Institute, School of Pharmacy, Hunan University of Chinese Medicine, Changsha, 410208, China",Hebei University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.89
"Department of Nephrology, The Seventh People's Hospital of Shanghai University of Traditional Chinese Medicine, Shanghai, 200137, China",Seventh People's Hospital of Shanghai,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Frontiers Science Center of TCM Chemical Biology, Institute of Interdisciplinary Integrative Medicine Research, Shanghai University of Traditional Chinese Medicine, Shanghai, 201203, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"First Teaching Hospital of Tianjin University of Traditional Chinese Medicine, National Clinical Research Center for Chinese Medicine Acupuncture and Moxibustion, Tianjin, 300381, China",First Teaching Hospital of Tianjin University of Traditional Chinese Medicine,Tianjin University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Peoples Hosp 7, 358 Datong Rd, Shanghai 200137, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Univ Tradit Chinese Med, Longhua Hosp, Dept Gen Surg, Shanghai 200032, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Univ Tradit Chinese Med, Longhua Hosp, Inst Digest Dis, China Canada Ctr Res Digest Dis ccCRDD, Shanghai 200032, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, State Key Lab Integrat & Innovat Class Formula &, Shanghai 200032, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"School of Life Sciences, Shanghai University, No.99 Shangda Road, Shanghai, 200444, China",Shanghai University,(unmatched),catch_all_no_rule,1.0
"Shuguang Hospital, Shanghai University of Traditional Chinese Medicine, Shanghai, 201203, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Changchun Univ Chinese Med, Northeast Asia Res Inst Tradit Chinese Med, Changchun 130117, Peoples R China",Changchun University,Changchun University of Chinese Medicine,rule_match_disagree,1.0
"Univ Chinese Acad Sci, Sch Pharm, Beijing 100049, Peoples R China",Changchun University of Chinese Medicine,University of Chinese Academy of Sciences,rule_match_disagree,0.72
"Chinese Acad Sci, Shanghai Inst Mat Med, State Key Lab Drug Res, 501 Haike Rd,Zhangjiang Hi Tech Pk, Shanghai 201203, Peoples R China",State Key Laboratory of Drug Research,Shanghai Institute of Materia Medica,rule_match_disagree,0.88
"Department of Gastrointestinal Surgery of the First Affiliated Hospital of Guangzhou University of Chinese Medicine, Guangzhou, China",First Affiliated Hospital of Guangzhou University of Chinese Medicine,Guangzhou University of Chinese Medicine,rule_match_disagree,1.0
"The First Affiliated Hospital of Guangzhou University of Chinese Medicine, Guangdong Clinical Research Academy of Chinese Medicine, Guangzhou, China",First Affiliated Hospital of Guangzhou University of Chinese Medicine,Guangzhou University of Chinese Medicine,rule_match_disagree,1.0
"Shanghai Univ Tradit Chinese Med, Natl Key Lab Discovery & Utilizat Funct Components, Inst Chinese Mat Med,Shanghai Key Lab Cpd Chinese, Key Lab Standardizat Chinese Med,Minist Educ, Shanghai 201203, ",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"US FDA, Off Clin Pharmacol, Ctr Drug Evaluat & Res, Silver Spring, MD USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.62
"Chinese Acad Sci, Shanghai Inst Mat Med, State Key Lab Drug Res & Nat Prod, Dept Chem, Beijing 100864, Peoples R China",State Key Laboratory of Drug Research,Shanghai Institute of Materia Medica,rule_match_disagree,0.78
"Minist Educ, Key Lab Liver & Kidney Dis, Shanghai 201203, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Shanghai Key Lab Tradit Chinese Med, Shanghai 201203, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Shanghai Univ Tradit Chinese Med, Yueyang Hosp Integrated Tradit Chinese & Western M, Prevent Treatment Ctr, Shanghai 200437, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Department of Internal Medicine, the First Affiliated Hospital of Zhejiang Chinese Medical University, Zhejiang Province, Hangzhou, 310006, China",The Third Affiliated Hospital of Zhejiang Chinese Medical University,Zhejiang Chinese Medical University,rule_match_disagree,0.95
"12631 E 17TH AVE STE B198 6, Aurora, CO 80045 USA",Israel Cancer Association USA,(unmatched),catch_all_no_rule,0.77
"Shanghai Research Center for TCM Modernization, Shanghai Institute of Materia Medica, Shanghai Institutes for Biological Sciences, Shanghai, 201203, China",Shanghai Institutes for Biological Sciences,Shanghai Institute of Materia Medica,rule_match_disagree,1.0
"Shanghai RandD Centre for Standardization of Chinese Medicines, Shanghai 201210, China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Shanghai R and D Centre for Standardization of Chinese Medicines, Shanghai 201210, 199 Guoshoujing Road, China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"School of Pharmacy, Second Military Medical University, Shanghai Key Laboratory for Pharmaceutical Metabolites Research, Shanghai, No. 325 Guohe Road, China",Second Military Medical University,Naval Medical University,rule_match_disagree,1.0
"Joint Research Laboratory of Promoting Globalization of Traditional Chinese Medicines between The Chinese University of Hong Kong and Shanghai Institute of Materia Medica, Chinese Academy of Sciences,",Chinese University of Hong Kong,Shanghai Institute of Materia Medica,rule_match_disagree,1.0
"Shanghai Key Laboratory for Pharmaceutical Metabolite Research, School of Pharmacy, Second Military Medical University, Shanghai, 200433, China",Second Military Medical University,Naval Medical University,rule_match_disagree,1.0
"Chinese Acad Sci, Shanghai Inst Mat Med, Natl Engn Lab TCM Standardizat Technol, Shanghai Res Ctr Modernizat Tradit Chinese Med, 501 Haike Rd, Shanghai 201203, Peoples R China",Shanghai University,Shanghai Institute of Materia Medica,rule_match_disagree,0.75
"Guangming Chinese Med Hosp, Pudong New Area Shanghai, Dept Pharm, 43 Dongmen St, Shanghai 201399, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"Shanghai Univ Med & Hlth Sci, Affiliated Peoples Hosp East Campus 6, Dept Pharm, 222 HuanhuXisan Rd, Shanghai 201306, Peoples R China",Shanghai University,(unmatched),catch_all_no_rule,0.75
"School of Pharmacy, TCM and Ethnomedicine Innovation & Development International Laboratory, Innovative Materia Medica Research Institute, Hunan University of Chinese Medicine, Changsha, 410208, China",Hebei University of Chinese Medicine,Hunan University of Chinese Medicine,rule_match_disagree,0.89
"Shanghai TCM-Integrated Hospital, Shanghai University of Traditional Chinese Medicine, 230 Baoding Road, Shanghai, 200082, China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
"Longhua Hospital Affiliated to Shanghai University of Traditional Chinese Medicine, Shanghai, 200032, China",Second Affiliated Hospital of Hunan University of Traditional Chinese Medicine,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.83
"Shanghai Univ Tradit Chinese Med, Sch Chinese Mat Med, Shanghai 201203, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Univ Tradit Chinese Med, Shanghai Yueyang Integrated Tradit Chinese Med & W, Shanghai 200437, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,0.75
"Shanghai Univ Tradit Chinese Med, Longhua Hosp, Inst Chinese Tradit Surg, Shanghai 200032, Peoples R China",Shanghai University,Shanghai University of Traditional Chinese Medicine,rule_match_disagree,1.0
