cluster_id,topic_label,mechanism,observed,expected,topic_total,mech_total,odds_ratio,log2_or_haldane,p_value,direction,q_value,significant
14,cardiovascular diseases / treatment cardiovascular / herb-dr,additive_toxicity,2,0.85,39,38,2.496996996996997,1.603,0.20892701821553997,enriched,0.7067702559062837,False
7,pregnant women / adverse events / premenstrual,receptor_synergism,1,0.24,2,210,7.30622009569378,2.866,0.2271186979654219,enriched,0.7617407709422579,False
16,disease nafld / treatment nafld / nafld,organ_toxicity_modulation,1,0.25,5,88,4.7298850574712645,2.649,0.22903022280120747,enriched,0.7617407709422579,False
1,tacrolimus / cyclosporine / immunosuppressant,P-gp_inhibition,3,1.66,27,107,1.9314903846153846,1.136,0.22903692099277348,enriched,0.7617407709422579,False
2,antidiabetic / herb-drug / hypoglycemic,antagonistic_efficacy,1,0.27,59,8,4.1182266009852215,2.515,0.24184010636392297,enriched,0.7853591807603302,False
20,cancer / network pharmacology / pathways,CYP_induction,0,1.93,16,210,0.0,-2.199,0.2437213900295096,depleted,0.7853591807603302,False
34,metabolites / oral administration / pharmacokinetic,synergistic_efficacy,0,1.78,17,182,0.0,-2.053,0.24459541016639275,depleted,0.7853591807603302,False
10,hormone / testosterone / estrogenic,synergistic_efficacy,0,1.88,18,182,0.0,-2.134,0.2459328742490222,depleted,0.7853591807603302,False
27,metabolites / pharmacokinetic / pharmacokinetics,transporter_modulation,2,0.95,18,92,2.263888888888889,1.449,0.24611762877715074,enriched,0.7853591807603302,False
28,medicinal plants / anxiolytic / antiepileptic drugs,synergistic_efficacy,8,5.45,52,182,1.5799373040752351,0.727,0.246909509103291,enriched,0.7853591807603302,False
34,metabolites / oral administration / pharmacokinetic,receptor_synergism,0,2.05,17,210,0.0,-2.285,0.25067853958195746,depleted,0.7853591807603302,False
5,antidepressants / antidepressant / wort sjw,P-gp_inhibition,0,1.85,30,107,0.0,-2.034,0.2546165056859293,depleted,0.7853591807603302,False
24,inhibition ugt / inhibited ugt / ugt isoforms,receptor_antagonism,0,1.78,100,31,0.0,-1.978,0.2551394983857234,depleted,0.7853591807603302,False
6,warfarin / patients warfarin / anticoagulants,organ_toxicity_modulation,0,1.77,35,88,0.0,-1.96,0.2564132033547275,depleted,0.7853591807603302,False
35,pharmacokinetic parameters / pharmacokinetic / oral administ,signaling_pathway_modulation,0,1.8,40,78,0.0,-1.972,0.2570857250251572,depleted,0.7853591807603302,False
33,herb-drug interactions / herb-drug / pharmacokinetic interac,signaling_pathway_modulation,0,1.84,41,78,0.0,-2.008,0.25720163843093025,depleted,0.7853591807603302,False
12,ckd / chronic kidney / kidney injury,synergistic_efficacy,0,2.09,20,182,0.0,-2.284,0.2573052660331959,depleted,0.7853591807603302,False
9,pxr cyp / pxr-mediated / receptor pxr,UGT_inhibition,0,1.88,46,71,0.0,-2.036,0.25817762154749657,depleted,0.7853591807603302,False
23,antimicrobial / antibiotics / antibacterial,antagonistic_efficacy,1,0.29,64,8,3.7800453514739227,2.393,0.2597521245170693,enriched,0.7853591807603302,False
32,drug transporters / transporter-mediated / anion transporter,UGT_inhibition,0,1.96,48,71,0.0,-2.098,0.2606026493310195,depleted,0.7853591807603302,False
10,hormone / testosterone / estrogenic,receptor_synergism,4,2.17,18,210,2.099861303744799,1.187,0.2610450889352824,enriched,0.7853591807603302,False
2,antidiabetic / herb-drug / hypoglycemic,P-gp_inhibition,1,3.63,59,107,0.25585556278464544,-1.4,0.2611764696448008,depleted,0.7853591807603302,False
35,pharmacokinetic parameters / pharmacokinetic / oral administ,P-gp_induction,1,0.3,40,13,3.6025641025641026,2.357,0.26195729313938365,enriched,0.7853591807603302,False
35,pharmacokinetic parameters / pharmacokinetic / oral administ,organ_toxicity_modulation,0,2.03,40,88,0.0,-2.154,0.26267080707862395,depleted,0.7853591807603302,False
34,metabolites / oral administration / pharmacokinetic,receptor_antagonism,1,0.3,17,31,3.5229166666666667,2.334,0.26463560639588946,enriched,0.7868733548461398,False
33,herb-drug interactions / herb-drug / pharmacokinetic interac,organ_toxicity_modulation,0,2.08,41,88,0.0,-2.19,0.2658355928534256,depleted,0.7868733548461398,False
28,medicinal plants / anxiolytic / antiepileptic drugs,UGT_inhibition,0,2.12,52,71,0.0,-2.216,0.27028846771734544,depleted,0.7960734969585498,False
32,drug transporters / transporter-mediated / anion transporter,signaling_pathway_modulation,0,2.15,48,78,0.0,-2.239,0.27241089384608486,depleted,0.7983527185984268,False
12,ckd / chronic kidney / kidney injury,transporter_modulation,2,1.06,20,92,2.0098765432098764,1.282,0.2863369413938777,enriched,0.8350318684984019,False
15,gut microbiome / gut microbiota / microbiome,absorption_alteration,1,0.34,7,84,3.3092369477911645,2.188,0.293466191512367,enriched,0.8474730993918111,False
37,herbal supplements / herbal products / herbal drugs,absorption_alteration,1,0.34,7,84,3.3092369477911645,2.188,0.293466191512367,enriched,0.8474730993918111,False
25,phytochemistry pharmacology / pharmacological activities / p,CYP_inhibition,1,3.0,10,522,0.2574109618255492,-1.452,0.29822735917635484,depleted,0.8508898300439374,False
20,cancer / network pharmacology / pathways,additive_toxicity,1,0.35,16,38,3.036036036036036,2.121,0.29900961656604025,enriched,0.8508898300439374,False
18,network pharmacology / inflammatory / pharmacology,CYP_inhibition,1,0.3,1,522,inf,2.807,0.3003452243958573,enriched,0.8508898300439374,False
6,warfarin / patients warfarin / anticoagulants,CYP_induction,6,4.23,35,210,1.5202839756592292,0.692,0.3036259617017455,enriched,0.8508898300439374,False
15,gut microbiome / gut microbiota / microbiome,organ_toxicity_modulation,1,0.35,7,88,3.1494252873563218,2.117,0.30536187028965295,enriched,0.8508898300439374,False
22,network pharmacology / pharmacology molecular / pharmacology,organ_toxicity_modulation,1,0.35,7,88,3.1494252873563218,2.117,0.30536187028965295,enriched,0.8508898300439374,False
37,herbal supplements / herbal products / herbal drugs,organ_toxicity_modulation,1,0.35,7,88,3.1494252873563218,2.117,0.30536187028965295,enriched,0.8508898300439374,False
2,antidiabetic / herb-drug / hypoglycemic,CYP_induction,4,7.13,59,210,0.520035304501324,-0.789,0.3061478611475653,depleted,0.8508898300439374,False
4,neuroprotective / pharmacology / neuroprotective effects,signaling_pathway_modulation,2,1.12,25,78,1.8729977116704806,1.187,0.31019203765903647,enriched,0.8581013378231288,False
14,cardiovascular diseases / treatment cardiovascular / herb-dr,receptor_synergism,7,4.71,39,210,1.6120689655172413,0.763,0.3142254702569762,enriched,0.8619043828879782,False
34,metabolites / oral administration / pharmacokinetic,additive_toxicity,1,0.37,17,38,2.8445945945945947,2.03,0.3144786261888569,enriched,0.8619043828879782,False
15,gut microbiome / gut microbiota / microbiome,transporter_modulation,1,0.37,7,92,3.0036630036630036,2.049,0.3170854628303843,enriched,0.8650442119612327,False
13,drug delivery / bioavailability / nanocarriers,synergistic_efficacy,2,1.15,11,182,1.9098765432098765,1.174,0.32279878036733295,enriched,0.876591183382849,False
4,neuroprotective / pharmacology / neuroprotective effects,CYP_induction,1,3.02,25,210,0.29984051036682613,-1.185,0.35088317396145124,depleted,0.9485061140875759,False
8,atorvastatin / simvastatin / losartan,synergistic_efficacy,1,2.93,28,182,0.3128708819316554,-1.121,0.3525142801305476,depleted,0.9485838810785645,False
9,pxr cyp / pxr-mediated / receptor pxr,P-gp_inhibition,1,2.83,46,107,0.33249475890985325,-1.026,0.3607772637761737,depleted,0.9664259735542753,False
4,neuroprotective / pharmacology / neuroprotective effects,receptor_antagonism,1,0.45,25,31,2.3375,1.757,0.3643482000327485,enriched,0.9710558959103791,False
3,drug interactions / antiretroviral drugs / antiretroviral,transporter_modulation,2,1.27,24,92,1.6404040404040403,0.996,0.36580304993881335,enriched,0.9710558959103791,False
2,antidiabetic / herb-drug / hypoglycemic,transporter_modulation,1,3.12,59,92,0.3008715422508526,-1.168,0.36742655520933265,depleted,0.9710558959103791,False
13,drug delivery / bioavailability / nanocarriers,CYP_induction,0,1.33,11,210,0.0,-1.674,0.3796841793618765,depleted,0.9989912630321373,False
26,herb-drug interactions / drug interactions / anticancer drug,absorption_alteration,1,0.48,10,84,2.2021419009370815,1.638,0.3914670255257128,enriched,1.0,False
8,atorvastatin / simvastatin / losartan,absorption_alteration,2,1.35,28,84,1.527204502814259,0.897,0.39586028988416977,enriched,1.0,False
1,tacrolimus / cyclosporine / immunosuppressant,transporter_modulation,0,1.43,27,92,0.0,-1.651,0.3961361567171814,depleted,1.0,False
8,atorvastatin / simvastatin / losartan,organ_toxicity_modulation,0,1.42,28,88,0.0,-1.636,0.39643306087704244,depleted,1.0,False
1,tacrolimus / cyclosporine / immunosuppressant,organ_toxicity_modulation,0,1.37,27,88,0.0,-1.584,0.39649381965107705,depleted,1.0,False
5,antidepressants / antidepressant / wort sjw,absorption_alteration,0,1.45,30,84,0.0,-1.666,0.39726964720051894,depleted,1.0,False
4,neuroprotective / pharmacology / neuroprotective effects,P-gp_inhibition,0,1.54,25,107,0.0,-1.771,0.398060493590383,depleted,1.0,False
6,warfarin / patients warfarin / anticoagulants,UGT_inhibition,0,1.43,35,71,0.0,-1.637,0.3980818717095852,depleted,1.0,False
5,antidepressants / antidepressant / wort sjw,organ_toxicity_modulation,0,1.52,30,88,0.0,-1.736,0.3990343041799582,depleted,1.0,False
6,warfarin / patients warfarin / anticoagulants,signaling_pathway_modulation,0,1.57,35,78,0.0,-1.778,0.4024566465086694,depleted,1.0,False
35,pharmacokinetic parameters / pharmacokinetic / oral administ,UGT_inhibition,0,1.63,40,71,0.0,-1.831,0.40708066447561553,depleted,1.0,False
33,herb-drug interactions / herb-drug / pharmacokinetic interac,UGT_inhibition,0,1.67,41,71,0.0,-1.867,0.4103328260023005,depleted,1.0,False
13,drug delivery / bioavailability / nanocarriers,absorption_alteration,1,0.53,11,84,1.9807228915662651,1.492,0.4210484895626573,enriched,1.0,False
20,cancer / network pharmacology / pathways,receptor_synergism,3,1.93,16,210,1.6889632107023411,0.921,0.42961709679204607,enriched,1.0,False
24,inhibition ugt / inhibited ugt / ugt isoforms,CYP_inhibition,26,30.03,100,522,0.8089581517000872,-0.289,0.43159941649958666,depleted,1.0,False
14,cardiovascular diseases / treatment cardiovascular / herb-dr,organ_toxicity_modulation,3,1.97,39,88,1.5823529411764705,0.857,0.44477487402520527,enriched,1.0,False
31,drug interactions / herb-drug interactions / drug interactio,absorption_alteration,1,0.58,12,84,1.7995618838992333,1.36,0.44920826192903646,enriched,1.0,False
3,drug interactions / antiretroviral drugs / antiretroviral,synergistic_efficacy,1,2.51,24,182,0.368244054768196,-0.891,0.5037731331905902,depleted,1.0,False
13,drug delivery / bioavailability / nanocarriers,P-gp_inhibition,1,0.68,11,107,1.5292452830188679,1.121,0.5039326053798567,enriched,1.0,False
7,pregnant women / adverse events / premenstrual,CYP_inhibition,1,0.6,2,522,2.3320537428023034,1.221,0.5106041725048743,enriched,1.0,False
9,pxr cyp / pxr-mediated / receptor pxr,transporter_modulation,1,2.43,46,92,0.39096459096459096,-0.793,0.5120520062214104,depleted,1.0,False
11,anticancer / chemotherapy / cancer,additive_toxicity,9,7.26,332,38,1.323049001814882,0.455,0.5297881412446374,enriched,1.0,False
32,drug transporters / transporter-mediated / anion transporter,P-gp_inhibition,4,2.96,48,107,1.4007060900264783,0.633,0.5343368310625327,enriched,1.0,False
30,cyp inhibition / cyp enzymes / cyp isoforms,UGT_induction,0,0.78,453,3,0.0,-1.308,0.5721531915087706,depleted,1.0,False
6,warfarin / patients warfarin / anticoagulants,CYP_inhibition,12,10.51,35,522,1.220460358056266,0.314,0.5792623185426008,enriched,1.0,False
15,gut microbiome / gut microbiota / microbiome,receptor_synergism,1,0.85,7,210,1.2137161084529506,0.746,0.5946856712179301,enriched,1.0,False
22,network pharmacology / pharmacology molecular / pharmacology,receptor_synergism,1,0.85,7,210,1.2137161084529506,0.746,0.5946856712179301,enriched,1.0,False
10,hormone / testosterone / estrogenic,organ_toxicity_modulation,1,0.91,18,88,1.1041244083840434,0.678,0.6093733217745239,enriched,1.0,False
27,metabolites / pharmacokinetic / pharmacokinetics,organ_toxicity_modulation,1,0.91,18,88,1.1041244083840434,0.678,0.6093733217745239,enriched,1.0,False
25,phytochemistry pharmacology / pharmacological activities / p,synergistic_efficacy,0,1.05,10,182,0.0,-1.309,0.6119756921794387,depleted,1.0,False
17,hepatoprotective / hepatotoxicity / liver injury,P-gp_induction,1,0.92,123,13,1.094945355191257,0.651,0.6162009086582623,enriched,1.0,False
20,cancer / network pharmacology / pathways,P-gp_inhibition,0,0.99,16,107,0.0,-1.135,0.6184512137836138,depleted,1.0,False
25,phytochemistry pharmacology / pharmacological activities / p,receptor_synergism,0,1.21,10,210,0.0,-1.542,0.6199454906883145,depleted,1.0,False
26,herb-drug interactions / drug interactions / anticancer drug,receptor_synergism,0,1.21,10,210,0.0,-1.542,0.6199454906883145,depleted,1.0,False
10,hormone / testosterone / estrogenic,transporter_modulation,0,0.95,18,92,0.0,-1.072,0.6199606676575226,depleted,1.0,False
10,hormone / testosterone / estrogenic,P-gp_inhibition,0,1.11,18,107,0.0,-1.302,0.6219907176747625,depleted,1.0,False
4,neuroprotective / pharmacology / neuroprotective effects,UGT_inhibition,0,1.02,25,71,0.0,-1.151,0.6220079573680148,depleted,1.0,False
3,drug interactions / antiretroviral drugs / antiretroviral,signaling_pathway_modulation,0,1.08,24,78,0.0,-1.233,0.6229613251235775,depleted,1.0,False
9,pxr cyp / pxr-mediated / receptor pxr,additive_toxicity,0,1.01,46,38,0.0,-1.114,0.623106095001597,depleted,1.0,False
2,antidiabetic / herb-drug / hypoglycemic,receptor_antagonism,0,1.05,59,31,0.0,-1.185,0.6233921768910045,depleted,1.0,False
1,tacrolimus / cyclosporine / immunosuppressant,UGT_inhibition,0,1.1,27,71,0.0,-1.261,0.624460169685769,depleted,1.0,False
8,atorvastatin / simvastatin / losartan,UGT_inhibition,0,1.14,28,71,0.0,-1.314,0.6264843144949175,depleted,1.0,False
23,antimicrobial / antibiotics / antibacterial,receptor_antagonism,0,1.14,64,31,0.0,-1.306,0.6267326925753222,depleted,1.0,False
31,drug interactions / herb-drug interactions / drug interactio,synergistic_efficacy,0,1.26,12,182,0.0,-1.563,0.6268324197023021,depleted,1.0,False
3,drug interactions / antiretroviral drugs / antiretroviral,organ_toxicity_modulation,0,1.22,24,88,0.0,-1.415,0.6301600404178621,depleted,1.0,False
12,ckd / chronic kidney / kidney injury,P-gp_inhibition,0,1.23,20,107,0.0,-1.452,0.6301773304898882,depleted,1.0,False
1,tacrolimus / cyclosporine / immunosuppressant,signaling_pathway_modulation,0,1.21,27,78,0.0,-1.402,0.630498489844753,depleted,1.0,False
5,antidepressants / antidepressant / wort sjw,UGT_inhibition,0,1.23,30,71,0.0,-1.413,0.6319077308505898,depleted,1.0,False
8,atorvastatin / simvastatin / losartan,signaling_pathway_modulation,0,1.26,28,78,0.0,-1.455,0.6340577723093958,depleted,1.0,False
4,neuroprotective / pharmacology / neuroprotective effects,organ_toxicity_modulation,0,1.27,25,88,0.0,-1.473,0.6343047365810126,depleted,1.0,False
5,antidepressants / antidepressant / wort sjw,signaling_pathway_modulation,0,1.35,30,78,0.0,-1.554,0.6424441261285854,depleted,1.0,False
31,drug interactions / herb-drug interactions / drug interactio,CYP_induction,2,1.45,12,210,1.4596153846153845,0.794,0.6476124099834832,enriched,1.0,False
3,drug interactions / antiretroviral drugs / antiretroviral,P-gp_inhibition,2,1.48,24,107,1.3930735930735931,0.761,0.6560918953379722,enriched,1.0,False
17,hepatoprotective / hepatotoxicity / liver injury,CYP_induction,13,14.86,123,210,0.8506691278264882,-0.189,0.6686849977578067,depleted,1.0,False
14,cardiovascular diseases / treatment cardiovascular / herb-dr,UGT_inhibition,2,1.59,39,71,1.2769291030160594,0.645,0.6719486632332894,enriched,1.0,False
20,cancer / network pharmacology / pathways,synergistic_efficacy,2,1.68,16,182,1.223809523809524,0.559,0.6806872258413488,enriched,1.0,False
22,network pharmacology / pharmacology molecular / pharmacology,CYP_inhibition,1,2.1,7,522,0.38707613563659626,-0.901,0.681781702946846,depleted,1.0,False
37,herbal supplements / herbal products / herbal drugs,CYP_inhibition,1,2.1,7,522,0.38707613563659626,-0.901,0.681781702946846,depleted,1.0,False
14,cardiovascular diseases / treatment cardiovascular / herb-dr,signaling_pathway_modulation,2,1.75,39,78,1.1543385490753912,0.501,0.6934166982454661,enriched,1.0,False
34,metabolites / oral administration / pharmacokinetic,CYP_induction,1,2.05,17,210,0.45215311004784686,-0.608,0.7108905635182119,depleted,1.0,False
14,cardiovascular diseases / treatment cardiovascular / herb-dr,transporter_modulation,1,2.06,39,92,0.4650086755349913,-0.546,0.7193800814104533,depleted,1.0,False
6,warfarin / patients warfarin / anticoagulants,P-gp_inhibition,1,2.15,35,107,0.44311875693673697,-0.617,0.720371029616846,depleted,1.0,False
11,anticancer / chemotherapy / cancer,P-gp_induction,3,2.48,332,13,1.2729483282674772,0.499,0.7228220787387729,enriched,1.0,False
32,drug transporters / transporter-mediated / anion transporter,absorption_alteration,1,2.32,48,84,0.4119456549602666,-0.718,0.7270446051962811,depleted,1.0,False
28,medicinal plants / anxiolytic / antiepileptic drugs,signaling_pathway_modulation,1,2.33,52,78,0.4097275273745862,-0.725,0.727800015451846,depleted,1.0,False
17,hepatoprotective / hepatotoxicity / liver injury,additive_toxicity,3,2.69,123,38,1.1285714285714286,0.371,0.7477601763900223,enriched,1.0,False
6,warfarin / patients warfarin / anticoagulants,receptor_synergism,3,4.23,35,210,0.677536231884058,-0.365,0.791981628408561,depleted,1.0,False
33,herb-drug interactions / herb-drug / pharmacokinetic interac,CYP_induction,4,4.95,41,210,0.7824717921805301,-0.206,0.8105789268388262,depleted,1.0,False
2,antidiabetic / herb-drug / hypoglycemic,receptor_synergism,6,7.13,59,210,0.818534961154273,-0.19,0.8388197137040607,depleted,1.0,False
33,herb-drug interactions / herb-drug / pharmacokinetic interac,CYP_inhibition,13,12.31,41,522,1.0836373842267752,0.144,0.863328527274627,enriched,1.0,False
2,antidiabetic / herb-drug / hypoglycemic,CYP_inhibition,17,17.72,59,522,0.940971239981141,-0.064,0.8861900815951426,depleted,1.0,False
30,cyp inhibition / cyp enzymes / cyp isoforms,protein_binding_displacement,0,0.26,453,1,0.0,-0.083,1.0,depleted,1.0,False
11,anticancer / chemotherapy / cancer,UGT_induction,0,0.57,332,3,0.0,-0.73,1.0,depleted,1.0,False
11,anticancer / chemotherapy / cancer,protein_binding_displacement,0,0.19,332,1,0.0,0.495,1.0,depleted,1.0,False
17,hepatoprotective / hepatotoxicity / liver injury,antagonistic_efficacy,0,0.57,123,8,0.0,-0.385,1.0,depleted,1.0,False
17,hepatoprotective / hepatotoxicity / liver injury,UGT_induction,0,0.21,123,3,0.0,0.899,1.0,depleted,1.0,False
17,hepatoprotective / hepatotoxicity / liver injury,protein_binding_displacement,0,0.07,123,1,0.0,2.124,1.0,depleted,1.0,False
24,inhibition ugt / inhibited ugt / ugt isoforms,P-gp_induction,0,0.75,100,13,0.0,-0.739,1.0,depleted,1.0,False
24,inhibition ugt / inhibited ugt / ugt isoforms,antagonistic_efficacy,0,0.46,100,8,0.0,-0.067,1.0,depleted,1.0,False
24,inhibition ugt / inhibited ugt / ugt isoforms,protein_binding_displacement,0,0.06,100,1,0.0,2.441,1.0,depleted,1.0,False
23,antimicrobial / antibiotics / antibacterial,P-gp_induction,0,0.48,64,13,0.0,-0.068,1.0,depleted,1.0,False
23,antimicrobial / antibiotics / antibacterial,UGT_induction,0,0.11,64,3,0.0,1.888,1.0,depleted,1.0,False
23,antimicrobial / antibiotics / antibacterial,protein_binding_displacement,0,0.04,64,1,0.0,3.112,1.0,depleted,1.0,False
2,antidiabetic / herb-drug / hypoglycemic,signaling_pathway_modulation,2,2.65,59,78,0.7400738688827332,-0.134,1.0,depleted,1.0,False
2,antidiabetic / herb-drug / hypoglycemic,additive_toxicity,1,1.29,59,38,0.7651444547996272,0.167,1.0,depleted,1.0,False
2,antidiabetic / herb-drug / hypoglycemic,P-gp_induction,0,0.44,59,13,0.0,0.053,1.0,depleted,1.0,False
2,antidiabetic / herb-drug / hypoglycemic,UGT_induction,0,0.1,59,3,0.0,2.009,1.0,depleted,1.0,False
2,antidiabetic / herb-drug / hypoglycemic,protein_binding_displacement,0,0.03,59,1,0.0,3.233,1.0,depleted,1.0,False
28,medicinal plants / anxiolytic / antiepileptic drugs,P-gp_induction,0,0.39,52,13,0.0,0.24,1.0,depleted,1.0,False
28,medicinal plants / anxiolytic / antiepileptic drugs,antagonistic_efficacy,0,0.24,52,8,0.0,0.911,1.0,depleted,1.0,False
28,medicinal plants / anxiolytic / antiepileptic drugs,UGT_induction,0,0.09,52,3,0.0,2.196,1.0,depleted,1.0,False
28,medicinal plants / anxiolytic / antiepileptic drugs,protein_binding_displacement,0,0.03,52,1,0.0,3.42,1.0,depleted,1.0,False
32,drug transporters / transporter-mediated / anion transporter,additive_toxicity,1,1.05,48,38,0.9505462909718229,0.478,1.0,depleted,1.0,False
32,drug transporters / transporter-mediated / anion transporter,receptor_antagonism,0,0.86,48,31,0.0,-0.881,1.0,depleted,1.0,False
32,drug transporters / transporter-mediated / anion transporter,P-gp_induction,0,0.36,48,13,0.0,0.357,1.0,depleted,1.0,False
32,drug transporters / transporter-mediated / anion transporter,antagonistic_efficacy,0,0.22,48,8,0.0,1.029,1.0,depleted,1.0,False
32,drug transporters / transporter-mediated / anion transporter,UGT_induction,0,0.08,48,3,0.0,2.313,1.0,depleted,1.0,False
32,drug transporters / transporter-mediated / anion transporter,protein_binding_displacement,0,0.03,48,1,0.0,3.538,1.0,depleted,1.0,False
9,pxr cyp / pxr-mediated / receptor pxr,receptor_antagonism,0,0.82,46,31,0.0,-0.818,1.0,depleted,1.0,False
9,pxr cyp / pxr-mediated / receptor pxr,P-gp_induction,0,0.34,46,13,0.0,0.42,1.0,depleted,1.0,False
9,pxr cyp / pxr-mediated / receptor pxr,antagonistic_efficacy,0,0.21,46,8,0.0,1.091,1.0,depleted,1.0,False
9,pxr cyp / pxr-mediated / receptor pxr,UGT_induction,0,0.08,46,3,0.0,2.376,1.0,depleted,1.0,False
9,pxr cyp / pxr-mediated / receptor pxr,protein_binding_displacement,0,0.03,46,1,0.0,3.6,1.0,depleted,1.0,False
33,herb-drug interactions / herb-drug / pharmacokinetic interac,additive_toxicity,0,0.9,41,38,0.0,-0.945,1.0,depleted,1.0,False
33,herb-drug interactions / herb-drug / pharmacokinetic interac,receptor_antagonism,0,0.73,41,31,0.0,-0.65,1.0,depleted,1.0,False
33,herb-drug interactions / herb-drug / pharmacokinetic interac,antagonistic_efficacy,0,0.19,41,8,0.0,1.26,1.0,depleted,1.0,False
33,herb-drug interactions / herb-drug / pharmacokinetic interac,UGT_induction,0,0.07,41,3,0.0,2.544,1.0,depleted,1.0,False
33,herb-drug interactions / herb-drug / pharmacokinetic interac,protein_binding_displacement,0,0.02,41,1,0.0,3.768,1.0,depleted,1.0,False
35,pharmacokinetic parameters / pharmacokinetic / oral administ,additive_toxicity,0,0.87,40,38,0.0,-0.909,1.0,depleted,1.0,False
35,pharmacokinetic parameters / pharmacokinetic / oral administ,receptor_antagonism,0,0.71,40,31,0.0,-0.614,1.0,depleted,1.0,False
35,pharmacokinetic parameters / pharmacokinetic / oral administ,antagonistic_efficacy,0,0.18,40,8,0.0,1.296,1.0,depleted,1.0,False
35,pharmacokinetic parameters / pharmacokinetic / oral administ,protein_binding_displacement,0,0.02,40,1,0.0,3.804,1.0,depleted,1.0,False
14,cardiovascular diseases / treatment cardiovascular / herb-dr,P-gp_induction,0,0.29,39,13,0.0,0.661,1.0,depleted,1.0,False
14,cardiovascular diseases / treatment cardiovascular / herb-dr,antagonistic_efficacy,0,0.18,39,8,0.0,1.333,1.0,depleted,1.0,False
14,cardiovascular diseases / treatment cardiovascular / herb-dr,UGT_induction,0,0.07,39,3,0.0,2.617,1.0,depleted,1.0,False
14,cardiovascular diseases / treatment cardiovascular / herb-dr,protein_binding_displacement,0,0.02,39,1,0.0,3.841,1.0,depleted,1.0,False
6,warfarin / patients warfarin / anticoagulants,transporter_modulation,1,1.85,35,92,0.5210084033613446,-0.384,1.0,depleted,1.0,False
6,warfarin / patients warfarin / anticoagulants,P-gp_induction,0,0.26,35,13,0.0,0.819,1.0,depleted,1.0,False
6,warfarin / patients warfarin / anticoagulants,antagonistic_efficacy,0,0.16,35,8,0.0,1.49,1.0,depleted,1.0,False
6,warfarin / patients warfarin / anticoagulants,UGT_induction,0,0.06,35,3,0.0,2.775,1.0,depleted,1.0,False
6,warfarin / patients warfarin / anticoagulants,protein_binding_displacement,0,0.02,35,1,0.0,3.999,1.0,depleted,1.0,False
5,antidepressants / antidepressant / wort sjw,transporter_modulation,1,1.59,30,92,0.6127320954907162,-0.154,1.0,depleted,1.0,False
5,antidepressants / antidepressant / wort sjw,additive_toxicity,0,0.66,30,38,0.0,-0.491,1.0,depleted,1.0,False
5,antidepressants / antidepressant / wort sjw,receptor_antagonism,0,0.54,30,31,0.0,-0.196,1.0,depleted,1.0,False
5,antidepressants / antidepressant / wort sjw,antagonistic_efficacy,0,0.14,30,8,0.0,1.714,1.0,depleted,1.0,False
5,antidepressants / antidepressant / wort sjw,UGT_induction,0,0.05,30,3,0.0,2.998,1.0,depleted,1.0,False
5,antidepressants / antidepressant / wort sjw,protein_binding_displacement,0,0.02,30,1,0.0,4.222,1.0,depleted,1.0,False
8,atorvastatin / simvastatin / losartan,P-gp_inhibition,1,1.72,28,107,0.5604472396925227,-0.283,1.0,depleted,1.0,False
8,atorvastatin / simvastatin / losartan,additive_toxicity,0,0.61,28,38,0.0,-0.392,1.0,depleted,1.0,False
8,atorvastatin / simvastatin / losartan,receptor_antagonism,0,0.5,28,31,0.0,-0.096,1.0,depleted,1.0,False
8,atorvastatin / simvastatin / losartan,P-gp_induction,0,0.21,28,13,0.0,1.141,1.0,depleted,1.0,False
8,atorvastatin / simvastatin / losartan,antagonistic_efficacy,0,0.13,28,8,0.0,1.813,1.0,depleted,1.0,False
8,atorvastatin / simvastatin / losartan,UGT_induction,0,0.05,28,3,0.0,3.097,1.0,depleted,1.0,False
8,atorvastatin / simvastatin / losartan,protein_binding_displacement,0,0.02,28,1,0.0,4.322,1.0,depleted,1.0,False
1,tacrolimus / cyclosporine / immunosuppressant,CYP_induction,3,3.26,27,210,0.9082125603864735,0.051,1.0,depleted,1.0,False
1,tacrolimus / cyclosporine / immunosuppressant,absorption_alteration,1,1.3,27,84,0.7544022242817423,0.143,1.0,depleted,1.0,False
1,tacrolimus / cyclosporine / immunosuppressant,additive_toxicity,0,0.59,27,38,0.0,-0.339,1.0,depleted,1.0,False
1,tacrolimus / cyclosporine / immunosuppressant,receptor_antagonism,0,0.48,27,31,0.0,-0.044,1.0,depleted,1.0,False
1,tacrolimus / cyclosporine / immunosuppressant,antagonistic_efficacy,0,0.12,27,8,0.0,1.865,1.0,depleted,1.0,False
1,tacrolimus / cyclosporine / immunosuppressant,UGT_induction,0,0.05,27,3,0.0,3.15,1.0,depleted,1.0,False
1,tacrolimus / cyclosporine / immunosuppressant,protein_binding_displacement,0,0.02,27,1,0.0,4.374,1.0,depleted,1.0,False
4,neuroprotective / pharmacology / neuroprotective effects,synergistic_efficacy,2,2.62,25,182,0.7405797101449275,-0.146,1.0,depleted,1.0,False
4,neuroprotective / pharmacology / neuroprotective effects,transporter_modulation,1,1.32,25,92,0.7426739926739927,0.119,1.0,depleted,1.0,False
4,neuroprotective / pharmacology / neuroprotective effects,absorption_alteration,1,1.21,25,84,0.8182730923694779,0.258,1.0,depleted,1.0,False
4,neuroprotective / pharmacology / neuroprotective effects,additive_toxicity,0,0.55,25,38,0.0,-0.229,1.0,depleted,1.0,False
