cluster_id,topic_label,mechanism,observed,expected,topic_total,mech_total,odds_ratio,log2_or_haldane,p_value,direction,q_value,significant
4,neuroprotective / pharmacology / neuroprotective effects,P-gp_induction,0,0.19,25,13,0.0,1.304,1.0,depleted,1.0,False
4,neuroprotective / pharmacology / neuroprotective effects,antagonistic_efficacy,0,0.12,25,8,0.0,1.976,1.0,depleted,1.0,False
4,neuroprotective / pharmacology / neuroprotective effects,UGT_induction,0,0.04,25,3,0.0,3.26,1.0,depleted,1.0,False
4,neuroprotective / pharmacology / neuroprotective effects,protein_binding_displacement,0,0.01,25,1,0.0,4.485,1.0,depleted,1.0,False
3,drug interactions / antiretroviral drugs / antiretroviral,absorption_alteration,1,1.16,24,84,0.8543740178103719,0.319,1.0,depleted,1.0,False
3,drug interactions / antiretroviral drugs / antiretroviral,UGT_inhibition,1,0.98,24,71,1.0211180124223602,0.574,1.0,enriched,1.0,False
3,drug interactions / antiretroviral drugs / antiretroviral,additive_toxicity,0,0.52,24,38,0.0,-0.17,1.0,depleted,1.0,False
3,drug interactions / antiretroviral drugs / antiretroviral,receptor_antagonism,0,0.43,24,31,0.0,0.125,1.0,depleted,1.0,False
3,drug interactions / antiretroviral drugs / antiretroviral,P-gp_induction,0,0.18,24,13,0.0,1.363,1.0,depleted,1.0,False
3,drug interactions / antiretroviral drugs / antiretroviral,UGT_induction,0,0.04,24,3,0.0,3.319,1.0,depleted,1.0,False
3,drug interactions / antiretroviral drugs / antiretroviral,protein_binding_displacement,0,0.01,24,1,0.0,4.543,1.0,depleted,1.0,False
12,ckd / chronic kidney / kidney injury,receptor_synergism,2,2.42,20,210,0.8066239316239316,-0.031,1.0,depleted,1.0,False
12,ckd / chronic kidney / kidney injury,absorption_alteration,1,0.97,20,84,1.0367786937222574,0.591,1.0,enriched,1.0,False
12,ckd / chronic kidney / kidney injury,UGT_inhibition,0,0.82,20,71,0.0,-0.831,1.0,depleted,1.0,False
12,ckd / chronic kidney / kidney injury,additive_toxicity,0,0.44,20,38,0.0,0.09,1.0,depleted,1.0,False
12,ckd / chronic kidney / kidney injury,receptor_antagonism,0,0.36,20,31,0.0,0.386,1.0,depleted,1.0,False
12,ckd / chronic kidney / kidney injury,P-gp_induction,0,0.15,20,13,0.0,1.624,1.0,depleted,1.0,False
12,ckd / chronic kidney / kidney injury,antagonistic_efficacy,0,0.09,20,8,0.0,2.295,1.0,depleted,1.0,False
12,ckd / chronic kidney / kidney injury,UGT_induction,0,0.03,20,3,0.0,3.58,1.0,depleted,1.0,False
12,ckd / chronic kidney / kidney injury,protein_binding_displacement,0,0.01,20,1,0.0,4.804,1.0,depleted,1.0,False
10,hormone / testosterone / estrogenic,absorption_alteration,0,0.87,18,84,0.0,-0.934,1.0,depleted,1.0,False
10,hormone / testosterone / estrogenic,UGT_inhibition,0,0.74,18,71,0.0,-0.682,1.0,depleted,1.0,False
10,hormone / testosterone / estrogenic,additive_toxicity,0,0.39,18,38,0.0,0.24,1.0,depleted,1.0,False
10,hormone / testosterone / estrogenic,P-gp_induction,0,0.13,18,13,0.0,1.773,1.0,depleted,1.0,False
10,hormone / testosterone / estrogenic,antagonistic_efficacy,0,0.08,18,8,0.0,2.445,1.0,depleted,1.0,False
10,hormone / testosterone / estrogenic,UGT_induction,0,0.03,18,3,0.0,3.729,1.0,depleted,1.0,False
10,hormone / testosterone / estrogenic,protein_binding_displacement,0,0.01,18,1,0.0,4.953,1.0,depleted,1.0,False
27,metabolites / pharmacokinetic / pharmacokinetics,synergistic_efficacy,1,1.88,18,182,0.5001624959376015,-0.46,1.0,depleted,1.0,False
27,metabolites / pharmacokinetic / pharmacokinetics,signaling_pathway_modulation,0,0.81,18,78,0.0,-0.822,1.0,depleted,1.0,False
27,metabolites / pharmacokinetic / pharmacokinetics,UGT_inhibition,0,0.74,18,71,0.0,-0.682,1.0,depleted,1.0,False
27,metabolites / pharmacokinetic / pharmacokinetics,additive_toxicity,0,0.39,18,38,0.0,0.24,1.0,depleted,1.0,False
27,metabolites / pharmacokinetic / pharmacokinetics,receptor_antagonism,0,0.32,18,31,0.0,0.536,1.0,depleted,1.0,False
27,metabolites / pharmacokinetic / pharmacokinetics,P-gp_induction,0,0.13,18,13,0.0,1.773,1.0,depleted,1.0,False
27,metabolites / pharmacokinetic / pharmacokinetics,antagonistic_efficacy,0,0.08,18,8,0.0,2.445,1.0,depleted,1.0,False
27,metabolites / pharmacokinetic / pharmacokinetics,UGT_induction,0,0.03,18,3,0.0,3.729,1.0,depleted,1.0,False
27,metabolites / pharmacokinetic / pharmacokinetics,protein_binding_displacement,0,0.01,18,1,0.0,4.953,1.0,depleted,1.0,False
34,metabolites / oral administration / pharmacokinetic,transporter_modulation,0,0.9,17,92,0.0,-0.99,1.0,depleted,1.0,False
34,metabolites / oral administration / pharmacokinetic,organ_toxicity_modulation,0,0.86,17,88,0.0,-0.923,1.0,depleted,1.0,False
34,metabolites / oral administration / pharmacokinetic,signaling_pathway_modulation,0,0.76,17,78,0.0,-0.741,1.0,depleted,1.0,False
34,metabolites / oral administration / pharmacokinetic,UGT_inhibition,0,0.69,17,71,0.0,-0.6,1.0,depleted,1.0,False
34,metabolites / oral administration / pharmacokinetic,P-gp_induction,0,0.13,17,13,0.0,1.854,1.0,depleted,1.0,False
34,metabolites / oral administration / pharmacokinetic,antagonistic_efficacy,0,0.08,17,8,0.0,2.526,1.0,depleted,1.0,False
34,metabolites / oral administration / pharmacokinetic,UGT_induction,0,0.03,17,3,0.0,3.81,1.0,depleted,1.0,False
34,metabolites / oral administration / pharmacokinetic,protein_binding_displacement,0,0.01,17,1,0.0,5.034,1.0,depleted,1.0,False
20,cancer / network pharmacology / pathways,transporter_modulation,0,0.85,16,92,0.0,-0.905,1.0,depleted,1.0,False
20,cancer / network pharmacology / pathways,absorption_alteration,0,0.77,16,84,0.0,-0.767,1.0,depleted,1.0,False
20,cancer / network pharmacology / pathways,UGT_inhibition,0,0.65,16,71,0.0,-0.515,1.0,depleted,1.0,False
20,cancer / network pharmacology / pathways,receptor_antagonism,0,0.29,16,31,0.0,0.702,1.0,depleted,1.0,False
20,cancer / network pharmacology / pathways,P-gp_induction,0,0.12,16,13,0.0,1.94,1.0,depleted,1.0,False
20,cancer / network pharmacology / pathways,UGT_induction,0,0.03,16,3,0.0,3.896,1.0,depleted,1.0,False
20,cancer / network pharmacology / pathways,protein_binding_displacement,0,0.01,16,1,0.0,5.12,1.0,depleted,1.0,False
31,drug interactions / herb-drug interactions / drug interactio,receptor_synergism,1,1.45,12,210,0.6598521096128752,-0.082,1.0,depleted,1.0,False
31,drug interactions / herb-drug interactions / drug interactio,P-gp_inhibition,0,0.74,12,107,0.0,-0.731,1.0,depleted,1.0,False
31,drug interactions / herb-drug interactions / drug interactio,transporter_modulation,0,0.64,12,92,0.0,-0.501,1.0,depleted,1.0,False
31,drug interactions / herb-drug interactions / drug interactio,organ_toxicity_modulation,0,0.61,12,88,0.0,-0.433,1.0,depleted,1.0,False
31,drug interactions / herb-drug interactions / drug interactio,signaling_pathway_modulation,0,0.54,12,78,0.0,-0.252,1.0,depleted,1.0,False
31,drug interactions / herb-drug interactions / drug interactio,UGT_inhibition,0,0.49,12,71,0.0,-0.111,1.0,depleted,1.0,False
31,drug interactions / herb-drug interactions / drug interactio,additive_toxicity,0,0.26,12,38,0.0,0.811,1.0,depleted,1.0,False
31,drug interactions / herb-drug interactions / drug interactio,receptor_antagonism,0,0.21,12,31,0.0,1.106,1.0,depleted,1.0,False
31,drug interactions / herb-drug interactions / drug interactio,P-gp_induction,0,0.09,12,13,0.0,2.344,1.0,depleted,1.0,False
31,drug interactions / herb-drug interactions / drug interactio,antagonistic_efficacy,0,0.06,12,8,0.0,3.016,1.0,depleted,1.0,False
31,drug interactions / herb-drug interactions / drug interactio,UGT_induction,0,0.02,12,3,0.0,4.3,1.0,depleted,1.0,False
13,drug delivery / bioavailability / nanocarriers,transporter_modulation,0,0.58,11,92,0.0,-0.379,1.0,depleted,1.0,False
13,drug delivery / bioavailability / nanocarriers,signaling_pathway_modulation,0,0.49,11,78,0.0,-0.13,1.0,depleted,1.0,False
13,drug delivery / bioavailability / nanocarriers,UGT_inhibition,0,0.45,11,71,0.0,0.01,1.0,depleted,1.0,False
13,drug delivery / bioavailability / nanocarriers,additive_toxicity,0,0.24,11,38,0.0,0.932,1.0,depleted,1.0,False
13,drug delivery / bioavailability / nanocarriers,receptor_antagonism,0,0.2,11,31,0.0,1.228,1.0,depleted,1.0,False
13,drug delivery / bioavailability / nanocarriers,P-gp_induction,0,0.08,11,13,0.0,2.465,1.0,depleted,1.0,False
13,drug delivery / bioavailability / nanocarriers,antagonistic_efficacy,0,0.05,11,8,0.0,3.137,1.0,depleted,1.0,False
13,drug delivery / bioavailability / nanocarriers,UGT_induction,0,0.02,11,3,0.0,4.421,1.0,depleted,1.0,False
13,drug delivery / bioavailability / nanocarriers,protein_binding_displacement,0,0.01,11,1,0.0,5.645,1.0,depleted,1.0,False
25,phytochemistry pharmacology / pharmacological activities / p,CYP_induction,1,1.21,10,210,0.8075491759702286,0.196,1.0,depleted,1.0,False
25,phytochemistry pharmacology / pharmacological activities / p,P-gp_inhibition,0,0.62,10,107,0.0,-0.477,1.0,depleted,1.0,False
25,phytochemistry pharmacology / pharmacological activities / p,signaling_pathway_modulation,0,0.45,10,78,0.0,0.002,1.0,depleted,1.0,False
25,phytochemistry pharmacology / pharmacological activities / p,UGT_inhibition,0,0.41,10,71,0.0,0.143,1.0,depleted,1.0,False
25,phytochemistry pharmacology / pharmacological activities / p,receptor_antagonism,0,0.18,10,31,0.0,1.36,1.0,depleted,1.0,False
25,phytochemistry pharmacology / pharmacological activities / p,P-gp_induction,0,0.07,10,13,0.0,2.597,1.0,depleted,1.0,False
25,phytochemistry pharmacology / pharmacological activities / p,antagonistic_efficacy,0,0.05,10,8,0.0,3.269,1.0,depleted,1.0,False
25,phytochemistry pharmacology / pharmacological activities / p,UGT_induction,0,0.02,10,3,0.0,4.553,1.0,depleted,1.0,False
25,phytochemistry pharmacology / pharmacological activities / p,protein_binding_displacement,0,0.01,10,1,0.0,5.777,1.0,depleted,1.0,False
26,herb-drug interactions / drug interactions / anticancer drug,synergistic_efficacy,1,1.05,10,182,0.9496623695518723,0.429,1.0,depleted,1.0,False
26,herb-drug interactions / drug interactions / anticancer drug,P-gp_inhibition,0,0.62,10,107,0.0,-0.477,1.0,depleted,1.0,False
26,herb-drug interactions / drug interactions / anticancer drug,transporter_modulation,0,0.53,10,92,0.0,-0.247,1.0,depleted,1.0,False
26,herb-drug interactions / drug interactions / anticancer drug,organ_toxicity_modulation,0,0.51,10,88,0.0,-0.18,1.0,depleted,1.0,False
26,herb-drug interactions / drug interactions / anticancer drug,signaling_pathway_modulation,0,0.45,10,78,0.0,0.002,1.0,depleted,1.0,False
26,herb-drug interactions / drug interactions / anticancer drug,UGT_inhibition,0,0.41,10,71,0.0,0.143,1.0,depleted,1.0,False
26,herb-drug interactions / drug interactions / anticancer drug,additive_toxicity,0,0.22,10,38,0.0,1.064,1.0,depleted,1.0,False
26,herb-drug interactions / drug interactions / anticancer drug,receptor_antagonism,0,0.18,10,31,0.0,1.36,1.0,depleted,1.0,False
26,herb-drug interactions / drug interactions / anticancer drug,P-gp_induction,0,0.07,10,13,0.0,2.597,1.0,depleted,1.0,False
26,herb-drug interactions / drug interactions / anticancer drug,antagonistic_efficacy,0,0.05,10,8,0.0,3.269,1.0,depleted,1.0,False
26,herb-drug interactions / drug interactions / anticancer drug,UGT_induction,0,0.02,10,3,0.0,4.553,1.0,depleted,1.0,False
26,herb-drug interactions / drug interactions / anticancer drug,protein_binding_displacement,0,0.01,10,1,0.0,5.777,1.0,depleted,1.0,False
15,gut microbiome / gut microbiota / microbiome,CYP_induction,0,0.85,7,210,0.0,-1.053,1.0,depleted,1.0,False
15,gut microbiome / gut microbiota / microbiome,synergistic_efficacy,0,0.73,7,182,0.0,-0.821,1.0,depleted,1.0,False
15,gut microbiome / gut microbiota / microbiome,P-gp_inhibition,0,0.43,7,107,0.0,0.011,1.0,depleted,1.0,False
15,gut microbiome / gut microbiota / microbiome,UGT_inhibition,0,0.29,7,71,0.0,0.631,1.0,depleted,1.0,False
15,gut microbiome / gut microbiota / microbiome,additive_toxicity,0,0.15,7,38,0.0,1.552,1.0,depleted,1.0,False
15,gut microbiome / gut microbiota / microbiome,P-gp_induction,0,0.05,7,13,0.0,3.085,1.0,depleted,1.0,False
15,gut microbiome / gut microbiota / microbiome,antagonistic_efficacy,0,0.03,7,8,0.0,3.757,1.0,depleted,1.0,False
15,gut microbiome / gut microbiota / microbiome,UGT_induction,0,0.01,7,3,0.0,5.041,1.0,depleted,1.0,False
15,gut microbiome / gut microbiota / microbiome,protein_binding_displacement,0,0.0,7,1,0.0,6.265,1.0,depleted,1.0,False
22,network pharmacology / pharmacology molecular / pharmacology,CYP_induction,0,0.85,7,210,0.0,-1.053,1.0,depleted,1.0,False
22,network pharmacology / pharmacology molecular / pharmacology,synergistic_efficacy,0,0.73,7,182,0.0,-0.821,1.0,depleted,1.0,False
22,network pharmacology / pharmacology molecular / pharmacology,P-gp_inhibition,0,0.43,7,107,0.0,0.011,1.0,depleted,1.0,False
22,network pharmacology / pharmacology molecular / pharmacology,transporter_modulation,0,0.37,7,92,0.0,0.241,1.0,depleted,1.0,False
22,network pharmacology / pharmacology molecular / pharmacology,absorption_alteration,0,0.34,7,84,0.0,0.378,1.0,depleted,1.0,False
22,network pharmacology / pharmacology molecular / pharmacology,UGT_inhibition,0,0.29,7,71,0.0,0.631,1.0,depleted,1.0,False
22,network pharmacology / pharmacology molecular / pharmacology,additive_toxicity,0,0.15,7,38,0.0,1.552,1.0,depleted,1.0,False
22,network pharmacology / pharmacology molecular / pharmacology,P-gp_induction,0,0.05,7,13,0.0,3.085,1.0,depleted,1.0,False
22,network pharmacology / pharmacology molecular / pharmacology,antagonistic_efficacy,0,0.03,7,8,0.0,3.757,1.0,depleted,1.0,False
22,network pharmacology / pharmacology molecular / pharmacology,UGT_induction,0,0.01,7,3,0.0,5.041,1.0,depleted,1.0,False
22,network pharmacology / pharmacology molecular / pharmacology,protein_binding_displacement,0,0.0,7,1,0.0,6.265,1.0,depleted,1.0,False
37,herbal supplements / herbal products / herbal drugs,receptor_synergism,0,0.85,7,210,0.0,-1.053,1.0,depleted,1.0,False
37,herbal supplements / herbal products / herbal drugs,synergistic_efficacy,0,0.73,7,182,0.0,-0.821,1.0,depleted,1.0,False
37,herbal supplements / herbal products / herbal drugs,P-gp_inhibition,0,0.43,7,107,0.0,0.011,1.0,depleted,1.0,False
37,herbal supplements / herbal products / herbal drugs,transporter_modulation,0,0.37,7,92,0.0,0.241,1.0,depleted,1.0,False
37,herbal supplements / herbal products / herbal drugs,signaling_pathway_modulation,0,0.31,7,78,0.0,0.49,1.0,depleted,1.0,False
37,herbal supplements / herbal products / herbal drugs,UGT_inhibition,0,0.29,7,71,0.0,0.631,1.0,depleted,1.0,False
37,herbal supplements / herbal products / herbal drugs,receptor_antagonism,0,0.12,7,31,0.0,1.848,1.0,depleted,1.0,False
37,herbal supplements / herbal products / herbal drugs,P-gp_induction,0,0.05,7,13,0.0,3.085,1.0,depleted,1.0,False
37,herbal supplements / herbal products / herbal drugs,antagonistic_efficacy,0,0.03,7,8,0.0,3.757,1.0,depleted,1.0,False
37,herbal supplements / herbal products / herbal drugs,UGT_induction,0,0.01,7,3,0.0,5.041,1.0,depleted,1.0,False
37,herbal supplements / herbal products / herbal drugs,protein_binding_displacement,0,0.0,7,1,0.0,6.265,1.0,depleted,1.0,False
19,pharmacology / network pharmacology / docking,CYP_inhibition,1,1.5,5,522,0.581573896353167,-0.368,1.0,depleted,1.0,False
19,pharmacology / network pharmacology / docking,CYP_induction,0,0.6,5,210,0.0,-0.604,1.0,depleted,1.0,False
19,pharmacology / network pharmacology / docking,synergistic_efficacy,0,0.52,5,182,0.0,-0.372,1.0,depleted,1.0,False
19,pharmacology / network pharmacology / docking,P-gp_inhibition,0,0.31,5,107,0.0,0.46,1.0,depleted,1.0,False
19,pharmacology / network pharmacology / docking,transporter_modulation,0,0.26,5,92,0.0,0.69,1.0,depleted,1.0,False
19,pharmacology / network pharmacology / docking,organ_toxicity_modulation,0,0.25,5,88,0.0,0.757,1.0,depleted,1.0,False
19,pharmacology / network pharmacology / docking,absorption_alteration,0,0.24,5,84,0.0,0.828,1.0,depleted,1.0,False
19,pharmacology / network pharmacology / docking,UGT_inhibition,0,0.2,5,71,0.0,1.08,1.0,depleted,1.0,False
19,pharmacology / network pharmacology / docking,additive_toxicity,0,0.11,5,38,0.0,2.001,1.0,depleted,1.0,False
19,pharmacology / network pharmacology / docking,P-gp_induction,0,0.04,5,13,0.0,3.534,1.0,depleted,1.0,False
19,pharmacology / network pharmacology / docking,antagonistic_efficacy,0,0.02,5,8,0.0,4.206,1.0,depleted,1.0,False
19,pharmacology / network pharmacology / docking,UGT_induction,0,0.01,5,3,0.0,5.49,1.0,depleted,1.0,False
19,pharmacology / network pharmacology / docking,protein_binding_displacement,0,0.0,5,1,0.0,6.714,1.0,depleted,1.0,False
16,disease nafld / treatment nafld / nafld,CYP_inhibition,1,1.5,5,522,0.581573896353167,-0.368,1.0,depleted,1.0,False
16,disease nafld / treatment nafld / nafld,CYP_induction,0,0.6,5,210,0.0,-0.604,1.0,depleted,1.0,False
16,disease nafld / treatment nafld / nafld,receptor_synergism,0,0.6,5,210,0.0,-0.604,1.0,depleted,1.0,False
16,disease nafld / treatment nafld / nafld,synergistic_efficacy,0,0.52,5,182,0.0,-0.372,1.0,depleted,1.0,False
16,disease nafld / treatment nafld / nafld,P-gp_inhibition,0,0.31,5,107,0.0,0.46,1.0,depleted,1.0,False
16,disease nafld / treatment nafld / nafld,transporter_modulation,0,0.26,5,92,0.0,0.69,1.0,depleted,1.0,False
16,disease nafld / treatment nafld / nafld,absorption_alteration,0,0.24,5,84,0.0,0.828,1.0,depleted,1.0,False
16,disease nafld / treatment nafld / nafld,UGT_inhibition,0,0.2,5,71,0.0,1.08,1.0,depleted,1.0,False
16,disease nafld / treatment nafld / nafld,receptor_antagonism,0,0.09,5,31,0.0,2.297,1.0,depleted,1.0,False
16,disease nafld / treatment nafld / nafld,P-gp_induction,0,0.04,5,13,0.0,3.534,1.0,depleted,1.0,False
16,disease nafld / treatment nafld / nafld,antagonistic_efficacy,0,0.02,5,8,0.0,4.206,1.0,depleted,1.0,False
16,disease nafld / treatment nafld / nafld,UGT_induction,0,0.01,5,3,0.0,5.49,1.0,depleted,1.0,False
16,disease nafld / treatment nafld / nafld,protein_binding_displacement,0,0.0,5,1,0.0,6.714,1.0,depleted,1.0,False
21,arthritis / pharmacology / network pharmacology,CYP_inhibition,1,0.9,3,522,1.165067178502879,0.483,1.0,enriched,1.0,False
21,arthritis / pharmacology / network pharmacology,CYP_induction,0,0.36,3,210,0.0,0.05,1.0,depleted,1.0,False
21,arthritis / pharmacology / network pharmacology,receptor_synergism,0,0.36,3,210,0.0,0.05,1.0,depleted,1.0,False
21,arthritis / pharmacology / network pharmacology,synergistic_efficacy,0,0.31,3,182,0.0,0.282,1.0,depleted,1.0,False
21,arthritis / pharmacology / network pharmacology,P-gp_inhibition,0,0.18,3,107,0.0,1.114,1.0,depleted,1.0,False
21,arthritis / pharmacology / network pharmacology,transporter_modulation,0,0.16,3,92,0.0,1.344,1.0,depleted,1.0,False
21,arthritis / pharmacology / network pharmacology,organ_toxicity_modulation,0,0.15,3,88,0.0,1.411,1.0,depleted,1.0,False
21,arthritis / pharmacology / network pharmacology,absorption_alteration,0,0.14,3,84,0.0,1.481,1.0,depleted,1.0,False
21,arthritis / pharmacology / network pharmacology,UGT_inhibition,0,0.12,3,71,0.0,1.734,1.0,depleted,1.0,False
21,arthritis / pharmacology / network pharmacology,additive_toxicity,0,0.07,3,38,0.0,2.655,1.0,depleted,1.0,False
21,arthritis / pharmacology / network pharmacology,P-gp_induction,0,0.02,3,13,0.0,4.188,1.0,depleted,1.0,False
21,arthritis / pharmacology / network pharmacology,antagonistic_efficacy,0,0.01,3,8,0.0,4.86,1.0,depleted,1.0,False
21,arthritis / pharmacology / network pharmacology,UGT_induction,0,0.01,3,3,0.0,6.144,1.0,depleted,1.0,False
21,arthritis / pharmacology / network pharmacology,protein_binding_displacement,0,0.0,3,1,0.0,7.368,1.0,depleted,1.0,False
7,pregnant women / adverse events / premenstrual,CYP_induction,0,0.24,2,210,0.0,0.536,1.0,depleted,1.0,False
7,pregnant women / adverse events / premenstrual,synergistic_efficacy,0,0.21,2,182,0.0,0.769,1.0,depleted,1.0,False
7,pregnant women / adverse events / premenstrual,P-gp_inhibition,0,0.12,2,107,0.0,1.6,1.0,depleted,1.0,False
7,pregnant women / adverse events / premenstrual,transporter_modulation,0,0.11,2,92,0.0,1.83,1.0,depleted,1.0,False
7,pregnant women / adverse events / premenstrual,organ_toxicity_modulation,0,0.1,2,88,0.0,1.897,1.0,depleted,1.0,False
7,pregnant women / adverse events / premenstrual,absorption_alteration,0,0.1,2,84,0.0,1.968,1.0,depleted,1.0,False
7,pregnant women / adverse events / premenstrual,signaling_pathway_modulation,0,0.09,2,78,0.0,2.079,1.0,depleted,1.0,False
7,pregnant women / adverse events / premenstrual,UGT_inhibition,0,0.08,2,71,0.0,2.22,1.0,depleted,1.0,False
7,pregnant women / adverse events / premenstrual,additive_toxicity,0,0.04,2,38,0.0,3.141,1.0,depleted,1.0,False
7,pregnant women / adverse events / premenstrual,receptor_antagonism,0,0.04,2,31,0.0,3.437,1.0,depleted,1.0,False
7,pregnant women / adverse events / premenstrual,P-gp_induction,0,0.01,2,13,0.0,4.674,1.0,depleted,1.0,False
7,pregnant women / adverse events / premenstrual,antagonistic_efficacy,0,0.01,2,8,0.0,5.346,1.0,depleted,1.0,False
7,pregnant women / adverse events / premenstrual,UGT_induction,0,0.0,2,3,0.0,6.63,1.0,depleted,1.0,False
7,pregnant women / adverse events / premenstrual,protein_binding_displacement,0,0.0,2,1,0.0,7.854,1.0,depleted,1.0,False
38,pharmacies / use herbal / medications,CYP_inhibition,0,0.6,2,522,0.0,-1.105,1.0,depleted,1.0,False
38,pharmacies / use herbal / medications,CYP_induction,0,0.24,2,210,0.0,0.536,1.0,depleted,1.0,False
38,pharmacies / use herbal / medications,receptor_synergism,0,0.24,2,210,0.0,0.536,1.0,depleted,1.0,False
38,pharmacies / use herbal / medications,synergistic_efficacy,0,0.21,2,182,0.0,0.769,1.0,depleted,1.0,False
38,pharmacies / use herbal / medications,P-gp_inhibition,0,0.12,2,107,0.0,1.6,1.0,depleted,1.0,False
38,pharmacies / use herbal / medications,transporter_modulation,0,0.11,2,92,0.0,1.83,1.0,depleted,1.0,False
38,pharmacies / use herbal / medications,organ_toxicity_modulation,0,0.1,2,88,0.0,1.897,1.0,depleted,1.0,False
38,pharmacies / use herbal / medications,absorption_alteration,0,0.1,2,84,0.0,1.968,1.0,depleted,1.0,False
38,pharmacies / use herbal / medications,signaling_pathway_modulation,0,0.09,2,78,0.0,2.079,1.0,depleted,1.0,False
38,pharmacies / use herbal / medications,UGT_inhibition,0,0.08,2,71,0.0,2.22,1.0,depleted,1.0,False
38,pharmacies / use herbal / medications,receptor_antagonism,0,0.04,2,31,0.0,3.437,1.0,depleted,1.0,False
38,pharmacies / use herbal / medications,P-gp_induction,0,0.01,2,13,0.0,4.674,1.0,depleted,1.0,False
38,pharmacies / use herbal / medications,antagonistic_efficacy,0,0.01,2,8,0.0,5.346,1.0,depleted,1.0,False
38,pharmacies / use herbal / medications,UGT_induction,0,0.0,2,3,0.0,6.63,1.0,depleted,1.0,False
38,pharmacies / use herbal / medications,protein_binding_displacement,0,0.0,2,1,0.0,7.854,1.0,depleted,1.0,False
18,network pharmacology / inflammatory / pharmacology,CYP_induction,0,0.12,1,210,0.0,1.274,1.0,depleted,1.0,False
18,network pharmacology / inflammatory / pharmacology,receptor_synergism,0,0.12,1,210,0.0,1.274,1.0,depleted,1.0,False
18,network pharmacology / inflammatory / pharmacology,synergistic_efficacy,0,0.1,1,182,0.0,1.506,1.0,depleted,1.0,False
18,network pharmacology / inflammatory / pharmacology,P-gp_inhibition,0,0.06,1,107,0.0,2.338,1.0,depleted,1.0,False
18,network pharmacology / inflammatory / pharmacology,transporter_modulation,0,0.05,1,92,0.0,2.568,1.0,depleted,1.0,False
18,network pharmacology / inflammatory / pharmacology,organ_toxicity_modulation,0,0.05,1,88,0.0,2.635,1.0,depleted,1.0,False
18,network pharmacology / inflammatory / pharmacology,absorption_alteration,0,0.05,1,84,0.0,2.705,1.0,depleted,1.0,False
18,network pharmacology / inflammatory / pharmacology,signaling_pathway_modulation,0,0.04,1,78,0.0,2.817,1.0,depleted,1.0,False
18,network pharmacology / inflammatory / pharmacology,UGT_inhibition,0,0.04,1,71,0.0,2.958,1.0,depleted,1.0,False
18,network pharmacology / inflammatory / pharmacology,additive_toxicity,0,0.02,1,38,0.0,3.879,1.0,depleted,1.0,False
18,network pharmacology / inflammatory / pharmacology,receptor_antagonism,0,0.02,1,31,0.0,4.175,1.0,depleted,1.0,False
18,network pharmacology / inflammatory / pharmacology,P-gp_induction,0,0.01,1,13,0.0,5.412,1.0,depleted,1.0,False
18,network pharmacology / inflammatory / pharmacology,antagonistic_efficacy,0,0.0,1,8,0.0,6.084,1.0,depleted,1.0,False
18,network pharmacology / inflammatory / pharmacology,UGT_induction,0,0.0,1,3,0.0,7.368,1.0,depleted,1.0,False
18,network pharmacology / inflammatory / pharmacology,protein_binding_displacement,0,0.0,1,1,0.0,8.592,1.0,depleted,1.0,False
36,phytopharmaceutical / herb-drug / ayurveda,CYP_inhibition,0,0.3,1,522,0.0,-0.367,1.0,depleted,1.0,False
36,phytopharmaceutical / herb-drug / ayurveda,CYP_induction,0,0.12,1,210,0.0,1.274,1.0,depleted,1.0,False
36,phytopharmaceutical / herb-drug / ayurveda,receptor_synergism,0,0.12,1,210,0.0,1.274,1.0,depleted,1.0,False
36,phytopharmaceutical / herb-drug / ayurveda,synergistic_efficacy,0,0.1,1,182,0.0,1.506,1.0,depleted,1.0,False
36,phytopharmaceutical / herb-drug / ayurveda,P-gp_inhibition,0,0.06,1,107,0.0,2.338,1.0,depleted,1.0,False
36,phytopharmaceutical / herb-drug / ayurveda,transporter_modulation,0,0.05,1,92,0.0,2.568,1.0,depleted,1.0,False
36,phytopharmaceutical / herb-drug / ayurveda,organ_toxicity_modulation,0,0.05,1,88,0.0,2.635,1.0,depleted,1.0,False
36,phytopharmaceutical / herb-drug / ayurveda,signaling_pathway_modulation,0,0.04,1,78,0.0,2.817,1.0,depleted,1.0,False
36,phytopharmaceutical / herb-drug / ayurveda,UGT_inhibition,0,0.04,1,71,0.0,2.958,1.0,depleted,1.0,False
36,phytopharmaceutical / herb-drug / ayurveda,additive_toxicity,0,0.02,1,38,0.0,3.879,1.0,depleted,1.0,False
36,phytopharmaceutical / herb-drug / ayurveda,receptor_antagonism,0,0.02,1,31,0.0,4.175,1.0,depleted,1.0,False
36,phytopharmaceutical / herb-drug / ayurveda,P-gp_induction,0,0.01,1,13,0.0,5.412,1.0,depleted,1.0,False
36,phytopharmaceutical / herb-drug / ayurveda,antagonistic_efficacy,0,0.0,1,8,0.0,6.084,1.0,depleted,1.0,False
36,phytopharmaceutical / herb-drug / ayurveda,UGT_induction,0,0.0,1,3,0.0,7.368,1.0,depleted,1.0,False
36,phytopharmaceutical / herb-drug / ayurveda,protein_binding_displacement,0,0.0,1,1,0.0,8.592,1.0,depleted,1.0,False
