tier,herb_family,mechanism,obs,expected,row_total,col_total,N_tier,OR_raw,OR_ha,log2_OR_ha,p,q,classification
family,Polygonaceae,receptor_synergism,1,4.716312056737588,38,105,846,0.18295218295218296,0.26966507177033494,-1.8907594255459708,0.07444478239272867,0.6235771507536487,ns
family,Hypericaceae,CYP_inhibition,11,17.156028368794328,59,246,846,0.5382978723404256,0.5562851577035043,-0.8461034814641041,0.07469934618403085,0.6235771507536487,ns
family,Theaceae,additive_toxicity,2,0.48226950354609927,24,17,846,4.890909090909091,5.788530465949821,2.5331971377521,0.08094254609570686,0.656954446169355,ns
family,Menispermaceae,synergistic_efficacy,3,1.0591016548463357,14,64,846,3.4470938897168404,3.817956875220926,1.9328008072320864,0.08243474844348732,0.656954446169355,ns
family,Menispermaceae,receptor_synergism,4,1.7375886524822695,14,105,846,2.895049504950495,3.0886699507389164,1.6269857156168628,0.08383012464140208,0.656954446169355,ns
family,Ginkgoaceae,CYP_induction,7,3.9598108747044916,25,134,846,2.1251093613298337,2.2082670906200317,1.1429146771021033,0.09754983518648848,0.7438143368829218,ns
family,Hypericaceae,receptor_synergism,3,7.322695035460993,59,105,846,0.3597689075630252,0.4142887977552342,-1.2712912840838038,0.09878784161726305,0.7438143368829218,ns
family,Araliaceae,absorption_alteration,7,3.933806146572104,64,52,846,2.01130604288499,2.1141901576684186,1.080105143602013,0.10357140424513729,0.7540657233388974,ns
family,Schisandraceae,transporter_modulation,0,2.765957446808511,52,45,846,0.0,0.15688121402407118,-2.6722554899169593,0.10433914616930935,0.7540657233388974,ns
family,Polygonaceae,synergistic_efficacy,0,2.8747044917257685,38,64,846,0.0,0.1499043592066848,-2.7378857575360556,0.10659336724074409,0.7540657233388974,ns
family,Hypericaceae,UGT_inhibition,0,2.9290780141843973,59,42,846,0.0,0.14740484429065745,-2.762144157162203,0.10909588805241394,0.7540657233388974,ns
family,Celastraceae,receptor_synergism,6,3.102836879432624,25,105,846,2.303030303030303,2.420435510887772,1.275266656123236,0.11239075250013561,0.7540657233388974,ns
family,Polygonaceae,UGT_inhibition,4,1.8865248226950355,38,42,846,2.3839009287925697,2.6103896103896105,1.3842651504840273,0.11354115066458177,0.7540657233388974,ns
family,Ranunculaceae,P-gp_inhibition,1,4.137115839243499,70,50,846,0.215025140490979,0.3172007848266841,-1.6565317542863145,0.11389534362931263,0.7540657233388974,ns
family,Hypericaceae,synergistic_efficacy,1,4.463356973995272,59,64,846,0.19813902572523262,0.29254996971532404,-1.7732450260774848,0.1186579888239331,0.7705596900350588,ns
family,Magnoliaceae,P-gp_inhibition,3,1.2411347517730495,21,50,846,2.7588652482269502,3.1007112375533428,1.6325991771767434,0.12193393737689408,0.7705596900350588,ns
family,Celastraceae,UGT_inhibition,3,1.2411347517730495,25,42,846,2.734265734265734,3.0815752461322083,1.6236680193708073,0.12240661742744421,0.7705596900350588,ns
family,Schisandraceae,organ_toxicity_modulation,4,2.08983451536643,52,34,846,2.1222222222222222,2.3256717931384148,1.217647513053103,0.15003011496761762,0.9292187765736316,ns
family,Rutaceae,signaling_pathway_modulation,2,0.7092198581560284,20,30,846,3.1666666666666665,3.78615457562826,1.9207333125049035,0.15571130640440484,0.943315033725814,ns
family,Polygonaceae,P-gp_inhibition,0,2.2458628841607564,38,50,846,0.0,0.19506236337919505,-2.3579926531996627,0.16059125110223832,0.943315033725814,ns
family,Apiaceae,UGT_inhibition,0,2.2836879432624113,46,42,846,0.0,0.19190385831752055,-2.3815443769986997,0.16113836516652852,0.943315033725814,ns
family,Hypericaceae,organ_toxicity_modulation,0,2.3711583924349884,59,34,846,0.0,0.1835342832785288,-2.4458785184882887,0.16213227142162429,0.943315033725814,ns
family,Animal_derived,receptor_antagonism,1,0.1773049645390071,10,15,846,6.523809523809524,8.956442831215972,3.1629258607726025,0.1646154300671088,0.9434675394891012,ns
family,Amaryllidaceae,synergistic_efficacy,2,0.7565011820330969,10,64,846,3.120967741935484,3.644705882352941,1.8658023977645044,0.1712546486730395,0.9530693491369154,ns
