total_papers,papers_with_zero_cit,papers_zero_pct,mean_citations,median_citations,max_citations,papers_ge_10,papers_ge_50,papers_ge_100,h_index
9754,2116,21.7,24.9,10.0,1669,4948,1224,425,171
