tier,herb_active_compound,mechanism,obs,expected,row_total,col_total,N_tier,OR_raw,OR_ha,log2_OR_ha,p,q,classification
compound,paeoniflorin,synergistic_efficacy,0,0.5806451612903226,9,12,186,0.0,0.6968421052631579,-0.5210962964110925,1.0,1.0,ns
compound,paeoniflorin,signaling_pathway_modulation,0,0.43548387096774194,9,9,186,0.0,0.9335180055401662,-0.09925024570531257,1.0,1.0,ns
compound,paeoniflorin,organ_toxicity_modulation,0,0.2903225806451613,9,6,186,0.0,1.388663967611336,0.4736975345881346,1.0,1.0,ns
compound,paeoniflorin,additive_toxicity,0,0.1935483870967742,9,4,186,0.0,2.0292397660818713,1.020939337692363,1.0,1.0,ns
compound,paeoniflorin,P-gp_induction,0,0.0967741935483871,9,2,186,0.0,3.694736842105263,1.8854716119736128,1.0,1.0,ns
compound,paeoniflorin,UGT_induction,0,0.0967741935483871,9,2,186,0.0,3.694736842105263,1.8854716119736128,1.0,1.0,ns
compound,paeoniflorin,antagonistic_efficacy,0,0.0967741935483871,9,2,186,0.0,3.694736842105263,1.8854716119736128,1.0,1.0,ns
compound,curcumin,CYP_inhibition,2,2.0806451612903225,9,43,186,0.9477351916376306,1.0963855421686748,0.13275520885177164,1.0,1.0,ns
compound,curcumin,UGT_inhibition,0,0.6774193548387096,9,14,186,0.0,0.5934664246823956,-0.7527616830730751,1.0,1.0,ns
compound,curcumin,absorption_alteration,0,0.532258064516129,9,11,186,0.0,0.7620137299771167,-0.3921111024293362,1.0,1.0,ns
compound,curcumin,transporter_modulation,0,0.532258064516129,9,11,186,0.0,0.7620137299771167,-0.3921111024293362,1.0,1.0,ns
compound,curcumin,signaling_pathway_modulation,0,0.43548387096774194,9,9,186,0.0,0.9335180055401662,-0.09925024570531257,1.0,1.0,ns
compound,curcumin,organ_toxicity_modulation,0,0.2903225806451613,9,6,186,0.0,1.388663967611336,0.4736975345881346,1.0,1.0,ns
compound,curcumin,P-gp_induction,0,0.0967741935483871,9,2,186,0.0,3.694736842105263,1.8854716119736128,1.0,1.0,ns
compound,curcumin,UGT_induction,0,0.0967741935483871,9,2,186,0.0,3.694736842105263,1.8854716119736128,1.0,1.0,ns
compound,curcumin,receptor_antagonism,0,0.0967741935483871,9,2,186,0.0,3.694736842105263,1.8854716119736128,1.0,1.0,ns
compound,glycyrrhizin,P-gp_inhibition,0,0.6021505376344086,8,14,186,0.0,0.6673427991886409,-0.5835000626426702,1.0,1.0,ns
compound,glycyrrhizin,UGT_inhibition,0,0.6021505376344086,8,14,186,0.0,0.6673427991886409,-0.5835000626426702,1.0,1.0,ns
compound,glycyrrhizin,synergistic_efficacy,0,0.5161290322580645,8,12,186,0.0,0.7835294117647059,-0.3519406639538019,1.0,1.0,ns
compound,glycyrrhizin,signaling_pathway_modulation,0,0.3870967741935484,8,9,186,0.0,1.0495356037151702,0.06975110844241886,1.0,1.0,ns
compound,glycyrrhizin,additive_toxicity,0,0.17204301075268819,8,4,186,0.0,2.281045751633987,1.1896953835170003,1.0,1.0,ns
compound,glycyrrhizin,P-gp_induction,0,0.08602150537634409,8,2,186,0.0,4.152941176470589,2.0541334371334785,1.0,1.0,ns
compound,glycyrrhizin,antagonistic_efficacy,0,0.08602150537634409,8,2,186,0.0,4.152941176470589,2.0541334371334785,1.0,1.0,ns
compound,glycyrrhizin,receptor_antagonism,0,0.08602150537634409,8,2,186,0.0,4.152941176470589,2.0541334371334785,1.0,1.0,ns
compound,wogonin,absorption_alteration,0,0.41397849462365593,7,11,186,0.0,0.9768115942028985,-0.033847770483672955,1.0,1.0,ns
compound,wogonin,transporter_modulation,0,0.41397849462365593,7,11,186,0.0,0.9768115942028985,-0.033847770483672955,1.0,1.0,ns
compound,wogonin,organ_toxicity_modulation,0,0.22580645161290322,7,6,186,0.0,1.7794871794871794,0.8314615388286501,1.0,1.0,ns
compound,wogonin,additive_toxicity,0,0.15053763440860216,7,4,186,0.0,2.6,1.3785116232537298,1.0,1.0,ns
compound,wogonin,P-gp_induction,0,0.07526881720430108,7,2,186,0.0,4.733333333333333,2.2428565238961635,1.0,1.0,ns
compound,wogonin,UGT_induction,0,0.07526881720430108,7,2,186,0.0,4.733333333333333,2.2428565238961635,1.0,1.0,ns
compound,wogonin,antagonistic_efficacy,0,0.07526881720430108,7,2,186,0.0,4.733333333333333,2.2428565238961635,1.0,1.0,ns
compound,wogonin,receptor_antagonism,0,0.07526881720430108,7,2,186,0.0,4.733333333333333,2.2428565238961635,1.0,1.0,ns
compound,glycyrrhetinic acid,CYP_induction,1,0.978494623655914,7,26,186,1.0266666666666666,1.3981900452488687,0.48356046851294293,1.0,1.0,ns
compound,glycyrrhetinic acid,P-gp_inhibition,0,0.5268817204301075,7,14,186,0.0,0.7609195402298851,-0.39418418392887294,1.0,1.0,ns
