58	71	6
31	50	6
44	71	6
50	81	6
27	70	6
72	92	6
45	53	6
5	41	6
19	41	6
10	68	6
43	48	6
63	68	6
5	27	6
59	90	6
3	36	6
24	97	6
19	100	6
59	79	6
22	42	6
22	57	6
29	43	6
6	52	6
45	67	6
39	92	6
17	92	6
68	86	6
39	52	6
3	35	6
3	61	6
28	94	6
22	44	6
31	59	6
35	48	6
19	34	6
44	54	6
17	68	6
5	67	6
19	67	6
55	65	6
13	27	6
53	86	6
22	76	6
12	78	6
35	69	6
47	54	6
61	69	6
12	57	6
4	55	6
35	65	6
17	94	6
57	85	6
59	93	6
55	68	6
18	35	6
64	88	6
64	85	6
78	79	6
23	92	6
45	68	6
92	98	6
12	48	6
11	69	6
61	88	6
19	82	6
68	93	6
51	55	6
22	88	6
44	73	6
40	55	6
55	56	6
38	46	6
41	51	6
41	61	6
9	68	6
9	65	6
46	47	6
66	77	6
72	77	6
14	51	6
55	98	6
57	78	6
76	93	6
18	23	6
42	47	6
60	68	6
2	12	6
12	55	6
12	90	6
60	61	6
35	56	6
19	51	6
22	94	6
43	77	6
18	59	6
5	28	6
46	76	6
44	60	6
42	77	6
61	64	6
12	63	6
77	97	6
61	93	6
27	81	6
28	38	6
9	35	6
43	99	6
43	81	6
59	99	6
2	38	6
38	85	6
2	61	6
9	55	6
14	75	6
35	75	6
59	74	6
17	93	6
40	66	6
45	79	6
14	57	6
46	92	6
51	66	6
2	58	6
55	77	6
52	99	6
35	90	6
2	70	6
83	91	5
4	82	5
25	31	5
15	25	5
44	64	5
9	33	5
75	83	5
8	84	5
83	84	5
29	32	5
31	96	5
10	67	5
15	23	5
11	58	5
63	67	5
52	70	5
15	67	5
11	91	5
70	89	5
8	11	5
44	75	5
11	70	5
11	75	5
10	87	5
9	94	5
69	71	5
69	74	5
39	78	5
49	69	5
36	99	5
9	81	5
40	96	5
90	96	5
39	59	5
6	76	5
30	53	5
81	85	5
25	59	5
6	29	5
39	57	5
69	70	5
19	94	5
62	88	5
44	69	5
40	64	5
73	97	5
41	67	5
71	73	5
27	30	5
11	12	5
11	66	5
9	50	5
50	74	5
12	88	5
63	85	5
53	66	5
71	99	5
74	99	5
35	74	5
49	61	5
43	98	5
18	66	5
6	81	5
67	81	5
24	60	5
4	66	5
7	94	5
63	78	5
59	71	5
24	94	5
9	71	5
68	74	5
44	88	5
92	96	5
76	90	5
45	100	5
82	92	5
90	100	5
57	60	5
22	28	5
1	48	5
1	92	5
48	97	5
1	46	5
41	76	5
41	92	5
64	92	5
28	35	5
43	82	5
27	29	5
57	65	5
65	92	5
34	45	5
39	76	5
40	63	5
22	35	5
9	57	5
44	57	5
2	85	5
20	68	5
41	68	5
5	94	5
34	44	5
52	77	5
21	34	5
28	48	5
55	57	5
2	63	5
40	76	5
28	31	5
31	57	5
78	93	5
12	72	5
20	92	5
34	51	5
28	44	5
10	54	5
54	68	5
1	68	5
5	24	5
1	44	5
36	47	5
47	66	5
48	55	5
2	57	5
47	68	5
2	56	5
1	85	5
3	43	5
43	70	5
35	60	5
54	92	5
34	78	5
12	100	5
10	55	5
17	60	5
56	72	5
1	72	5
45	48	5
14	35	5
24	40	5
42	60	5
28	73	5
18	93	5
24	48	5
40	60	5
4	51	5
10	61	5
17	63	5
45	98	5
51	69	5
67	73	5
93	100	5
54	60	5
51	65	5
3	75	5
27	34	5
85	97	5
1	56	5
23	51	5
23	78	5
45	51	5
56	75	5
47	63	5
54	65	5
46	98	5
75	97	5
51	98	5
72	93	5
23	36	5
23	66	5
39	43	5
55	63	5
65	85	5
7	52	5
2	22	5
43	88	5
64	68	5
68	85	5
60	66	5
60	72	5
3	77	5
10	12	5
45	59	5
12	14	5
4	42	5
2	77	5
13	92	5
38	51	5
77	80	5
11	55	5
42	69	5
17	22	5
62	76	5
40	69	5
4	50	5
34	73	5
54	88	5
42	94	5
46	94	5
72	88	5
35	86	5
24	87	5
55	81	5
35	99	5
27	74	5
30	68	5
28	68	5
12	22	5
22	68	5
68	75	5
2	44	5
17	58	5
40	50	5
50	59	5
50	68	5
14	42	5
14	74	5
78	97	5
51	86	5
34	35	5
17	49	5
2	97	5
71	81	5
